,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
507,507,0.04915284737944603,2023-01-04 17:29:53.771506,2023-01-04 17:30:30.398337,0 days 00:00:36.626831,tanh,0.5,2,0.8500000000000001,0.1147400438785553,0.06745072454214096,0.04915284737944603,PRUNED
508,508,0.07560348510742188,2023-01-04 17:30:30.486396,2023-01-04 17:30:46.121819,0 days 00:00:15.635423,sigmoid,0.2,2,0.55,0.07560348510742188,,,PRUNED
509,509,0.11842051148414612,2023-01-04 17:30:46.216917,2023-01-04 17:31:02.030340,0 days 00:00:15.813423,relu,0.1,2,0.6,0.11842051148414612,,,PRUNED
510,510,0.15056602656841278,2023-01-04 17:31:02.134740,2023-01-04 17:31:52.085303,0 days 00:00:49.950563,tanh,0.2,2,0.6,0.06919874995946884,0.04505874216556549,,COMPLETE
511,511,0.08814924210309982,2023-01-04 17:31:52.203521,2023-01-04 17:32:07.682273,0 days 00:00:15.478752,tanh,0.5,2,0.8500000000000001,0.11178254336118698,0.08814924210309982,,PRUNED
512,512,0.07650616019964218,2023-01-04 17:32:07.770359,2023-01-04 17:32:23.364483,0 days 00:00:15.594124,tanh,0.0,2,0.6,0.07650616019964218,,,PRUNED
513,513,0.07988255470991135,2023-01-04 17:32:23.443561,2023-01-04 17:32:38.879815,0 days 00:00:15.436254,tanh,0.05,2,0.6,0.07988255470991135,,,PRUNED
514,514,0.0760609433054924,2023-01-04 17:32:38.949860,2023-01-04 17:32:54.437131,0 days 00:00:15.487271,tanh,0.5,2,0.8500000000000001,0.11607205122709274,0.0760609433054924,,PRUNED
515,515,0.14491918683052063,2023-01-04 17:32:54.516612,2023-01-04 17:33:40.950152,0 days 00:00:46.433540,tanh,0.1,2,0.65,0.070200614631176,0.04103487357497215,,COMPLETE
516,516,0.07623680680990219,2023-01-04 17:33:41.059996,2023-01-04 17:33:56.757178,0 days 00:00:15.697182,tanh,0.15000000000000002,2,0.65,0.07623680680990219,,,PRUNED
517,517,0.0799827054142952,2023-01-04 17:33:56.837159,2023-01-04 17:34:12.339656,0 days 00:00:15.502497,relu,0.5,2,0.8500000000000001,0.12040259689092636,0.0799827054142952,,PRUNED
518,518,0.07099161297082901,2023-01-04 17:34:12.410215,2023-01-04 17:34:27.938399,0 days 00:00:15.528184,tanh,0.5,2,0.8,0.11043810099363327,0.07099161297082901,,PRUNED
519,519,0.10158806294202805,2023-01-04 17:34:28.016632,2023-01-04 17:34:43.629137,0 days 00:00:15.612505,tanh,0.5,2,0.5,0.12424641102552414,0.10158806294202805,,PRUNED
520,520,0.14843542873859406,2023-01-04 17:34:43.707896,2023-01-04 17:35:30.725599,0 days 00:00:47.017703,relu,0.5,2,0.8500000000000001,0.11733078211545944,0.06773074716329575,0.042713526636362076,COMPLETE
521,521,0.13447213172912598,2023-01-04 17:35:30.825674,2023-01-04 17:36:27.633539,0 days 00:00:56.807865,relu,0.5,2,0.8500000000000001,0.09728837758302689,0.06544454395771027,0.03977981582283974,COMPLETE
522,522,0.2027176022529602,2023-01-04 17:36:27.746358,2023-01-04 17:36:36.345840,0 days 00:00:08.599482,relu,0.5,2,0.8500000000000001,0.2027176022529602,,,PRUNED
523,523,0.13956482708454132,2023-01-04 17:36:36.441943,2023-01-04 17:36:45.136381,0 days 00:00:08.694438,relu,0.5,2,0.8500000000000001,0.13956482708454132,,,PRUNED
524,524,0.12913458049297333,2023-01-04 17:36:45.257466,2023-01-04 17:36:54.160694,0 days 00:00:08.903228,relu,0.5,2,0.8,0.12913458049297333,,,PRUNED
525,525,0.1319161355495453,2023-01-04 17:36:54.257282,2023-01-04 17:37:02.969368,0 days 00:00:08.712086,relu,0.5,2,0.9,0.1319161355495453,,,PRUNED
526,526,0.047104883939027786,2023-01-04 17:37:03.065035,2023-01-04 17:37:39.224541,0 days 00:00:36.159506,tanh,0.1,2,0.65,0.06687802821397781,0.047104883939027786,,PRUNED
527,527,0.1935795247554779,2023-01-04 17:37:39.320634,2023-01-04 17:37:48.106623,0 days 00:00:08.785989,relu,0.5,3,0.8500000000000001,0.1935795247554779,,,PRUNED
528,528,0.14653848111629486,2023-01-04 17:37:48.194637,2023-01-04 17:38:31.678754,0 days 00:00:43.484117,relu,0.5,2,0.8500000000000001,0.09674704074859619,0.06265636533498764,0.042489346116781235,COMPLETE
529,529,0.08966191858053207,2023-01-04 17:38:31.794781,2023-01-04 17:38:47.269153,0 days 00:00:15.474372,relu,0.5,2,0.8500000000000001,0.10550645738840103,0.08966191858053207,,PRUNED
530,530,0.04478026181459427,2023-01-04 17:38:47.364209,2023-01-04 17:39:23.407377,0 days 00:00:36.043168,relu,0.5,2,0.8500000000000001,0.10236648470163345,0.06755875051021576,0.04478026181459427,PRUNED
531,531,0.14260965585708618,2023-01-04 17:39:23.512458,2023-01-04 17:39:32.307237,0 days 00:00:08.794779,relu,0.5,2,0.8500000000000001,0.14260965585708618,,,PRUNED
532,532,0.15433193743228912,2023-01-04 17:39:32.429676,2023-01-04 17:39:41.189744,0 days 00:00:08.760068,relu,0.5,2,0.8500000000000001,0.15433193743228912,,,PRUNED
533,533,0.135593980550766,2023-01-04 17:39:41.285847,2023-01-04 17:40:38.011628,0 days 00:00:56.725781,relu,0.5,2,0.8500000000000001,0.10311321914196014,0.06778670847415924,0.04203919321298599,COMPLETE
534,534,0.14201684296131134,2023-01-04 17:40:38.119691,2023-01-04 17:40:46.701659,0 days 00:00:08.581968,relu,0.5,2,0.8500000000000001,0.14201684296131134,,,PRUNED
535,535,0.1935047209262848,2023-01-04 17:40:46.796759,2023-01-04 17:40:55.659178,0 days 00:00:08.862419,relu,0.5,2,0.9,0.1935047209262848,,,PRUNED
536,536,0.11378595232963562,2023-01-04 17:40:55.754270,2023-01-04 17:41:11.699852,0 days 00:00:15.945582,tanh,0.2,6,0.65,0.11378595232963562,,,PRUNED
537,537,0.10098844021558762,2023-01-04 17:41:11.811024,2023-01-04 17:41:27.323724,0 days 00:00:15.512700,tanh,0.1,2,0.6,0.10098844021558762,,,PRUNED
538,538,0.14369288086891174,2023-01-04 17:41:27.434784,2023-01-04 17:42:17.422188,0 days 00:00:49.987404,tanh,0.1,2,0.6,0.07225202769041061,0.04320480674505234,,COMPLETE
539,539,0.17477481067180634,2023-01-04 17:42:17.536624,2023-01-04 17:42:26.310609,0 days 00:00:08.773985,relu,0.5,2,0.8500000000000001,0.17477481067180634,,,PRUNED
540,540,0.12958326935768127,2023-01-04 17:42:26.414402,2023-01-04 17:42:35.009950,0 days 00:00:08.595548,relu,0.5,2,0.8500000000000001,0.12958326935768127,,,PRUNED
541,541,0.17275694012641907,2023-01-04 17:42:35.106973,2023-01-04 17:42:43.894090,0 days 00:00:08.787117,relu,0.5,3,0.8500000000000001,0.17275694012641907,,,PRUNED
542,542,0.04891497641801834,2023-01-04 17:42:43.989169,2023-01-04 17:43:20.180936,0 days 00:00:36.191767,tanh,0.1,2,0.65,0.06865695863962173,0.04891497641801834,,PRUNED
543,543,0.12949903309345245,2023-01-04 17:43:20.270066,2023-01-04 17:43:29.005889,0 days 00:00:08.735823,relu,0.5,2,0.8500000000000001,0.12949903309345245,,,PRUNED
544,544,0.1525128334760666,2023-01-04 17:43:29.093037,2023-01-04 17:44:12.214138,0 days 00:00:43.121101,tanh,0.1,2,0.6,0.06344735622406006,0.04498086869716644,,COMPLETE
545,545,0.08995656669139862,2023-01-04 17:44:12.319828,2023-01-04 17:44:27.776435,0 days 00:00:15.456607,relu,0.5,2,0.8500000000000001,0.11113663017749786,0.08995656669139862,,PRUNED
546,546,0.1361313760280609,2023-01-04 17:44:27.872602,2023-01-04 17:44:36.909072,0 days 00:00:09.036470,relu,0.5,2,0.8,0.1361313760280609,,,PRUNED
547,547,0.11585715413093567,2023-01-04 17:44:37.013852,2023-01-04 17:44:52.632886,0 days 00:00:15.619034,tanh,0.4,2,0.65,0.11585715413093567,,,PRUNED
548,548,0.14915408194065094,2023-01-04 17:44:52.737459,2023-01-04 17:45:36.047891,0 days 00:00:43.310432,relu,0.5,2,0.8500000000000001,0.10016696900129318,0.06344560533761978,0.04182586818933487,COMPLETE
549,549,0.04923918843269348,2023-01-04 17:45:36.156956,2023-01-04 17:46:12.211626,0 days 00:00:36.054670,relu,0.5,2,0.8500000000000001,0.11637943238019943,0.06839459389448166,0.04923918843269348,PRUNED
550,550,0.07274588942527771,2023-01-04 17:46:12.322540,2023-01-04 17:46:28.116812,0 days 00:00:15.794272,tanh,0.05,2,0.75,0.07274588942527771,,,PRUNED
551,551,0.06993494927883148,2023-01-04 17:46:28.213770,2023-01-04 17:46:43.724678,0 days 00:00:15.510908,relu,0.5,2,0.8500000000000001,0.11489756405353546,0.06993494927883148,,PRUNED
552,552,0.0739377811551094,2023-01-04 17:46:43.820774,2023-01-04 17:46:59.239870,0 days 00:00:15.419096,sigmoid,0.1,2,0.6,0.0739377811551094,,,PRUNED
553,553,0.0736464336514473,2023-01-04 17:46:59.334660,2023-01-04 17:47:14.955480,0 days 00:00:15.620820,relu,0.5,2,0.9,0.11496596783399582,0.0736464336514473,,PRUNED
554,554,0.08210523426532745,2023-01-04 17:47:15.059485,2023-01-04 17:47:30.830147,0 days 00:00:15.770662,tanh,0.15000000000000002,2,0.6,0.08210523426532745,,,PRUNED
555,555,0.08344893902540207,2023-01-04 17:47:30.965604,2023-01-04 17:47:46.553103,0 days 00:00:15.587499,tanh,0.2,2,0.65,0.08344893902540207,,,PRUNED
556,556,0.14512868225574493,2023-01-04 17:47:46.665812,2023-01-04 17:47:55.469459,0 days 00:00:08.803647,relu,0.5,3,0.8,0.14512868225574493,,,PRUNED
557,557,0.07797673344612122,2023-01-04 17:47:55.567524,2023-01-04 17:48:11.151232,0 days 00:00:15.583708,tanh,0.35000000000000003,2,0.55,0.07797673344612122,,,PRUNED
558,558,0.04666965827345848,2023-01-04 17:48:11.240565,2023-01-04 17:48:47.753852,0 days 00:00:36.513287,relu,0.2,2,0.8500000000000001,0.10346366465091705,0.057911306619644165,0.04666965827345848,PRUNED
559,559,0.06902270764112473,2023-01-04 17:48:47.860792,2023-01-04 17:49:03.573979,0 days 00:00:15.713187,relu,0.5,2,0.8500000000000001,0.10676223784685135,0.06902270764112473,,PRUNED
560,560,0.047541581094264984,2023-01-04 17:49:03.658990,2023-01-04 17:49:39.879089,0 days 00:00:36.220099,tanh,0.1,2,0.6,0.06699126213788986,0.047541581094264984,,PRUNED
561,561,0.1480066478252411,2023-01-04 17:49:39.966215,2023-01-04 17:50:26.628709,0 days 00:00:46.662494,tanh,0.1,2,0.6,0.06849537044763565,0.04318145662546158,,COMPLETE
562,562,0.04652998223900795,2023-01-04 17:50:26.749673,2023-01-04 17:51:03.247906,0 days 00:00:36.498233,relu,0.5,2,0.8500000000000001,0.11413214355707169,0.06772567331790924,0.04652998223900795,PRUNED
563,563,0.13046549260616302,2023-01-04 17:51:03.342973,2023-01-04 17:51:11.997537,0 days 00:00:08.654564,relu,0.5,2,0.8500000000000001,0.13046549260616302,,,PRUNED
564,564,0.044881440699100494,2023-01-04 17:51:12.100908,2023-01-04 17:51:48.311554,0 days 00:00:36.210646,relu,0.5,2,0.8500000000000001,0.12194962799549103,0.06776859611272812,0.044881440699100494,PRUNED
565,565,0.04442226141691208,2023-01-04 17:51:48.407341,2023-01-04 17:52:24.825099,0 days 00:00:36.417758,relu,0.5,2,0.9,0.12062820047140121,0.06616829335689545,0.04442226141691208,PRUNED
566,566,0.050099533051252365,2023-01-04 17:52:24.919670,2023-01-04 17:53:01.080219,0 days 00:00:36.160549,tanh,0.1,2,0.6,0.07047533243894577,0.050099533051252365,,PRUNED
567,567,0.15340089797973633,2023-01-04 17:53:01.176257,2023-01-04 17:53:44.297829,0 days 00:00:43.121572,tanh,0.1,2,0.6,0.058967381715774536,0.044109929352998734,,COMPLETE
568,568,0.0799936056137085,2023-01-04 17:53:44.402686,2023-01-04 17:53:59.875634,0 days 00:00:15.472948,tanh,0.1,2,0.55,0.0799936056137085,,,PRUNED
569,569,0.0821828693151474,2023-01-04 17:53:59.971830,2023-01-04 17:54:15.816606,0 days 00:00:15.844776,tanh,0.05,2,0.6,0.0821828693151474,,,PRUNED
570,570,0.0977364107966423,2023-01-04 17:54:15.912294,2023-01-04 17:54:31.614884,0 days 00:00:15.702590,sigmoid,0.15000000000000002,2,1.0,0.0977364107966423,,,PRUNED
571,571,0.14230534434318542,2023-01-04 17:54:31.736291,2023-01-04 17:54:40.448480,0 days 00:00:08.712189,relu,0.5,2,0.8500000000000001,0.14230534434318542,,,PRUNED
572,572,0.04559662565588951,2023-01-04 17:54:40.543548,2023-01-04 17:55:16.645138,0 days 00:00:36.101590,tanh,0.25,2,0.65,0.06597774475812912,0.04559662565588951,,PRUNED
573,573,0.11773639917373657,2023-01-04 17:55:16.750192,2023-01-04 17:55:32.486017,0 days 00:00:15.735825,relu,0.4,2,0.7,0.11773639917373657,,,PRUNED
574,574,0.14596906304359436,2023-01-04 17:55:32.582203,2023-01-04 17:55:41.243376,0 days 00:00:08.661173,relu,0.5,2,0.8500000000000001,0.14596906304359436,,,PRUNED
575,575,0.14989490807056427,2023-01-04 17:55:41.338995,2023-01-04 17:56:27.767033,0 days 00:00:46.428038,tanh,0.1,2,0.6,0.06751680374145508,0.04458564892411232,,COMPLETE
576,576,0.1309361755847931,2023-01-04 17:56:27.874117,2023-01-04 17:56:36.380990,0 days 00:00:08.506873,relu,0.5,2,0.8,0.1309361755847931,,,PRUNED
577,577,0.1376223862171173,2023-01-04 17:56:36.476681,2023-01-04 17:56:45.180327,0 days 00:00:08.703646,relu,0.15000000000000002,2,0.9,0.1376223862171173,,,PRUNED
578,578,0.14851363003253937,2023-01-04 17:56:45.284344,2023-01-04 17:56:53.804575,0 days 00:00:08.520231,tanh,0.5,2,0.8500000000000001,0.14851363003253937,,,PRUNED
579,579,0.08442897349596024,2023-01-04 17:56:53.891311,2023-01-04 17:57:09.302565,0 days 00:00:15.411254,tanh,0.1,2,0.6,0.08442897349596024,,,PRUNED
580,580,0.08422795683145523,2023-01-04 17:57:09.391256,2023-01-04 17:57:24.769008,0 days 00:00:15.377752,tanh,0.1,2,0.6,0.08422795683145523,,,PRUNED
581,581,0.10719341039657593,2023-01-04 17:57:24.855913,2023-01-04 17:57:40.576515,0 days 00:00:15.720602,tanh,0.1,2,0.6,0.10719341039657593,,,PRUNED
582,582,0.17369206249713898,2023-01-04 17:57:40.675558,2023-01-04 17:57:49.442146,0 days 00:00:08.766588,relu,0.5,2,0.8500000000000001,0.17369206249713898,,,PRUNED
583,583,0.1751563996076584,2023-01-04 17:57:49.540381,2023-01-04 17:57:58.133367,0 days 00:00:08.592986,tanh,0.5,2,0.8500000000000001,0.1751563996076584,,,PRUNED
584,584,0.15120476484298706,2023-01-04 17:57:58.238172,2023-01-04 17:58:41.549182,0 days 00:00:43.311010,tanh,0.1,2,0.6,0.062380626797676086,0.042590949684381485,,COMPLETE
585,585,0.09592122584581375,2023-01-04 17:58:41.672083,2023-01-04 17:58:57.478672,0 days 00:00:15.806589,tanh,0.05,2,0.65,0.09592122584581375,,,PRUNED
586,586,0.06892479211091995,2023-01-04 17:58:57.581689,2023-01-04 17:59:13.261248,0 days 00:00:15.679559,relu,0.4,2,0.8500000000000001,0.10903208702802658,0.06892479211091995,,PRUNED
587,587,0.07905092090368271,2023-01-04 17:59:13.358287,2023-01-04 17:59:29.084750,0 days 00:00:15.726463,tanh,0.1,2,0.6,0.07905092090368271,,,PRUNED
588,588,0.2034853845834732,2023-01-04 17:59:29.188831,2023-01-04 17:59:37.992281,0 days 00:00:08.803450,tanh,0.5,2,0.8500000000000001,0.2034853845834732,,,PRUNED
589,589,0.08485812693834305,2023-01-04 17:59:38.081632,2023-01-04 17:59:53.991073,0 days 00:00:15.909441,tanh,0.4,2,0.8500000000000001,0.11195886135101318,0.08485812693834305,,PRUNED
590,590,0.07896868139505386,2023-01-04 17:59:54.087757,2023-01-04 18:00:09.764881,0 days 00:00:15.677124,relu,0.5,2,0.8,0.12344173341989517,0.07896868139505386,,PRUNED
591,591,0.07398386299610138,2023-01-04 18:00:09.861958,2023-01-04 18:00:25.505878,0 days 00:00:15.643920,relu,0.15000000000000002,2,0.55,0.07398386299610138,,,PRUNED
592,592,0.07453464716672897,2023-01-04 18:00:25.603452,2023-01-04 18:00:41.379121,0 days 00:00:15.775669,tanh,0.5,2,0.8500000000000001,0.10088866949081421,0.07453464716672897,,PRUNED
593,593,0.08661437779664993,2023-01-04 18:00:41.476172,2023-01-04 18:00:57.369618,0 days 00:00:15.893446,tanh,0.1,2,0.6,0.08661437779664993,,,PRUNED
594,594,0.07618510723114014,2023-01-04 18:00:57.466044,2023-01-04 18:01:13.060105,0 days 00:00:15.594061,sigmoid,0.2,2,0.65,0.07618510723114014,,,PRUNED
595,595,0.07575109601020813,2023-01-04 18:01:13.165216,2023-01-04 18:01:28.717402,0 days 00:00:15.552186,relu,0.5,2,0.75,0.10662191361188889,0.07575109601020813,,PRUNED
596,596,0.08339648693799973,2023-01-04 18:01:28.824626,2023-01-04 18:01:44.308198,0 days 00:00:15.483572,relu,0.05,2,0.6,0.08339648693799973,,,PRUNED
597,597,0.129102885723114,2023-01-04 18:01:44.429425,2023-01-04 18:01:53.490385,0 days 00:00:09.060960,tanh,0.25,2,0.9,0.129102885723114,,,PRUNED
598,598,0.12763260304927826,2023-01-04 18:01:53.596177,2023-01-04 18:02:02.356644,0 days 00:00:08.760467,relu,0.5,2,0.8500000000000001,0.12763260304927826,,,PRUNED
599,599,0.04876035824418068,2023-01-04 18:02:02.460788,2023-01-04 18:02:38.687392,0 days 00:00:36.226604,tanh,0.1,2,0.6,0.07185731083154678,0.04876035824418068,,PRUNED
600,600,0.08195379376411438,2023-01-04 18:02:38.802323,2023-01-04 18:02:54.418655,0 days 00:00:15.616332,tanh,0.1,2,0.6,0.08195379376411438,,,PRUNED
601,601,0.07261274755001068,2023-01-04 18:02:54.533471,2023-01-04 18:03:10.276337,0 days 00:00:15.742866,tanh,0.1,2,0.6,0.07261274755001068,,,PRUNED
602,602,0.04403224587440491,2023-01-04 18:03:10.380943,2023-01-04 18:03:46.507211,0 days 00:00:36.126268,tanh,0.5,2,0.8500000000000001,0.12270451337099075,0.06244691461324692,0.04403224587440491,PRUNED
603,603,0.17286330461502075,2023-01-04 18:03:46.611224,2023-01-04 18:03:55.214534,0 days 00:00:08.603310,relu,0.4,2,0.95,0.17286330461502075,,,PRUNED
604,604,0.0777893215417862,2023-01-04 18:03:55.319984,2023-01-04 18:04:11.013329,0 days 00:00:15.693345,tanh,0.1,2,0.6,0.0777893215417862,,,PRUNED
605,605,0.08493801206350327,2023-01-04 18:04:11.127689,2023-01-04 18:04:26.645450,0 days 00:00:15.517761,tanh,0.15000000000000002,2,0.55,0.08493801206350327,,,PRUNED
606,606,0.08738906681537628,2023-01-04 18:04:26.761234,2023-01-04 18:04:42.235968,0 days 00:00:15.474734,tanh,0.1,2,0.6,0.08738906681537628,,,PRUNED
607,607,0.08679287880659103,2023-01-04 18:04:42.334555,2023-01-04 18:04:57.767787,0 days 00:00:15.433232,tanh,0.25,2,0.65,0.08679287880659103,,,PRUNED
608,608,0.13687321543693542,2023-01-04 18:04:57.872796,2023-01-04 18:05:06.801090,0 days 00:00:08.928294,tanh,0.35000000000000003,2,0.8500000000000001,0.13687321543693542,,,PRUNED
609,609,0.09493853896856308,2023-01-04 18:05:06.906056,2023-01-04 18:05:22.532923,0 days 00:00:15.626867,relu,0.4,2,0.6,0.09493853896856308,,,PRUNED
610,610,0.045832257717847824,2023-01-04 18:05:22.655611,2023-01-04 18:05:58.888592,0 days 00:00:36.232981,tanh,0.1,2,0.6,0.06565188616514206,0.045832257717847824,,PRUNED
611,611,0.044599294662475586,2023-01-04 18:05:59.019716,2023-01-04 18:06:35.368998,0 days 00:00:36.349282,relu,0.45,2,0.8,0.11267245560884476,0.06489412486553192,0.044599294662475586,PRUNED
612,612,0.1444789171218872,2023-01-04 18:06:35.475025,2023-01-04 18:06:44.460018,0 days 00:00:08.984993,tanh,0.5,2,0.8500000000000001,0.1444789171218872,,,PRUNED
613,613,0.07705550640821457,2023-01-04 18:06:44.555756,2023-01-04 18:07:00.125352,0 days 00:00:15.569596,tanh,0.35000000000000003,2,0.8500000000000001,0.12160421907901764,0.07705550640821457,,PRUNED
614,614,0.15101802349090576,2023-01-04 18:07:00.222630,2023-01-04 18:07:08.808530,0 days 00:00:08.585900,relu,0.5,2,0.9,0.15101802349090576,,,PRUNED
615,615,0.13906978070735931,2023-01-04 18:07:08.922587,2023-01-04 18:07:17.599230,0 days 00:00:08.676643,tanh,0.45,2,0.8500000000000001,0.13906978070735931,,,PRUNED
616,616,0.04581519961357117,2023-01-04 18:07:17.713300,2023-01-04 18:07:54.212685,0 days 00:00:36.499385,relu,0.4,2,0.8500000000000001,0.11263775825500488,0.06584599614143372,0.04581519961357117,PRUNED
617,617,0.1241014152765274,2023-01-04 18:07:54.335832,2023-01-04 18:08:10.020280,0 days 00:00:15.684448,tanh,0.5,2,0.8500000000000001,0.10643716901540756,0.1241014152765274,,PRUNED
618,618,0.15231989324092865,2023-01-04 18:08:10.117965,2023-01-04 18:08:53.217950,0 days 00:00:43.099985,tanh,0.1,2,0.65,0.05697016417980194,0.04429175332188606,,COMPLETE
619,619,0.1319855898618698,2023-01-04 18:08:53.335056,2023-01-04 18:09:02.249667,0 days 00:00:08.914611,relu,0.35000000000000003,3,0.95,0.1319855898618698,,,PRUNED
620,620,0.07518109679222107,2023-01-04 18:09:02.360801,2023-01-04 18:09:18.006811,0 days 00:00:15.646010,tanh,0.5,2,0.7,0.12052615731954575,0.07518109679222107,,PRUNED
621,621,0.0813218280673027,2023-01-04 18:09:18.121923,2023-01-04 18:09:33.689103,0 days 00:00:15.567180,tanh,0.1,2,0.6,0.0813218280673027,,,PRUNED
622,622,0.17881982028484344,2023-01-04 18:09:33.801816,2023-01-04 18:09:42.722010,0 days 00:00:08.920194,relu,0.35000000000000003,4,0.8500000000000001,0.17881982028484344,,,PRUNED
623,623,0.1517108529806137,2023-01-04 18:09:42.808843,2023-01-04 18:10:26.413128,0 days 00:00:43.604285,tanh,0.1,2,0.6,0.06393987685441971,0.043578021228313446,,COMPLETE
624,624,0.04436025768518448,2023-01-04 18:10:26.534072,2023-01-04 18:11:02.782339,0 days 00:00:36.248267,tanh,0.45,2,0.8,0.09924296289682388,0.06087523698806763,0.04436025768518448,PRUNED
625,625,0.1447116583585739,2023-01-04 18:11:02.911432,2023-01-04 18:11:46.108710,0 days 00:00:43.197278,tanh,0.1,2,0.6,0.0627639889717102,0.04186771437525749,,COMPLETE
626,626,0.15148122608661652,2023-01-04 18:11:46.241505,2023-01-04 18:11:54.861733,0 days 00:00:08.620228,relu,0.5,2,0.75,0.15148122608661652,,,PRUNED
627,627,0.07387901842594147,2023-01-04 18:11:54.969534,2023-01-04 18:12:10.860677,0 days 00:00:15.891143,tanh,0.2,2,0.8500000000000001,0.08569080382585526,0.07387901842594147,,PRUNED
628,628,0.07404187321662903,2023-01-04 18:12:10.976650,2023-01-04 18:12:26.651011,0 days 00:00:15.674361,relu,0.45,2,0.9,0.09795790910720825,0.07404187321662903,,PRUNED
629,629,0.13866788148880005,2023-01-04 18:12:26.757071,2023-01-04 18:12:35.600749,0 days 00:00:08.843678,tanh,0.5,2,0.8500000000000001,0.13866788148880005,,,PRUNED
630,630,0.08475634455680847,2023-01-04 18:12:35.732833,2023-01-04 18:12:51.532465,0 days 00:00:15.799632,tanh,0.1,2,0.6,0.08475634455680847,,,PRUNED
631,631,0.18267953395843506,2023-01-04 18:12:51.656707,2023-01-04 18:13:00.448661,0 days 00:00:08.791954,relu,0.35000000000000003,2,0.7,0.18267953395843506,,,PRUNED
632,632,0.08583556115627289,2023-01-04 18:13:00.548914,2023-01-04 18:13:16.080609,0 days 00:00:15.531695,tanh,0.1,2,0.6,0.08583556115627289,,,PRUNED
633,633,0.12582558393478394,2023-01-04 18:13:16.208365,2023-01-04 18:13:24.888615,0 days 00:00:08.680250,tanh,0.5,2,0.8500000000000001,0.12582558393478394,,,PRUNED
634,634,0.07784352451562881,2023-01-04 18:13:24.987273,2023-01-04 18:13:40.829151,0 days 00:00:15.841878,relu,0.05,2,0.55,0.07784352451562881,,,PRUNED
635,635,0.13997496664524078,2023-01-04 18:13:40.960188,2023-01-04 18:13:49.661411,0 days 00:00:08.701223,relu,0.35000000000000003,2,0.8500000000000001,0.13997496664524078,,,PRUNED
636,636,0.14594238996505737,2023-01-04 18:13:49.760343,2023-01-04 18:13:58.494075,0 days 00:00:08.733732,tanh,0.4,2,0.8,0.14594238996505737,,,PRUNED
637,637,0.16194991767406464,2023-01-04 18:13:58.626856,2023-01-04 18:14:07.318356,0 days 00:00:08.691500,relu,0.5,2,0.9,0.16194991767406464,,,PRUNED
638,638,0.0914326086640358,2023-01-04 18:14:07.424288,2023-01-04 18:14:23.200395,0 days 00:00:15.776107,sigmoid,0.4,2,0.6,0.0914326086640358,,,PRUNED
639,639,0.0971674993634224,2023-01-04 18:14:23.315664,2023-01-04 18:14:38.932556,0 days 00:00:15.616892,tanh,0.25,2,0.8500000000000001,0.09637787193059921,0.0971674993634224,,PRUNED
640,640,0.12899304926395416,2023-01-04 18:14:39.040663,2023-01-04 18:14:47.773673,0 days 00:00:08.733010,relu,0.5,3,0.8500000000000001,0.12899304926395416,,,PRUNED
641,641,0.16005867719650269,2023-01-04 18:14:47.889803,2023-01-04 18:14:56.836279,0 days 00:00:08.946476,tanh,0.45,5,0.8500000000000001,0.16005867719650269,,,PRUNED
642,642,0.08368420600891113,2023-01-04 18:14:56.956018,2023-01-04 18:15:12.779631,0 days 00:00:15.823613,tanh,0.2,2,0.6,0.08368420600891113,,,PRUNED
643,643,0.04841932654380798,2023-01-04 18:15:12.894762,2023-01-04 18:15:49.094059,0 days 00:00:36.199297,tanh,0.35000000000000003,2,0.7,0.12281882017850876,0.06576288491487503,0.04841932654380798,PRUNED
644,644,0.12343763560056686,2023-01-04 18:15:49.217113,2023-01-04 18:15:57.735051,0 days 00:00:08.517938,relu,0.5,2,0.8500000000000001,0.12343763560056686,,,PRUNED
645,645,0.1520501673221588,2023-01-04 18:15:57.834499,2023-01-04 18:16:41.073615,0 days 00:00:43.239116,tanh,0.1,2,0.7,0.06197302043437958,0.04332605004310608,,COMPLETE
646,646,0.14661169052124023,2023-01-04 18:16:41.200593,2023-01-04 18:16:49.756148,0 days 00:00:08.555555,tanh,0.45,2,0.8500000000000001,0.14661169052124023,,,PRUNED
647,647,0.07266838103532791,2023-01-04 18:16:49.855595,2023-01-04 18:17:05.204980,0 days 00:00:15.349385,tanh,0.15000000000000002,2,0.6,0.07266838103532791,,,PRUNED
648,648,0.16099664568901062,2023-01-04 18:17:05.322538,2023-01-04 18:17:13.880092,0 days 00:00:08.557554,relu,0.5,2,0.8,0.16099664568901062,,,PRUNED
649,649,0.07063237577676773,2023-01-04 18:17:13.977995,2023-01-04 18:17:29.778120,0 days 00:00:15.800125,tanh,0.4,2,0.8500000000000001,0.10403212904930115,0.07063237577676773,,PRUNED
650,650,0.1320410519838333,2023-01-04 18:17:29.886235,2023-01-04 18:17:38.461197,0 days 00:00:08.574962,relu,0.35000000000000003,2,0.8500000000000001,0.1320410519838333,,,PRUNED
651,651,0.07275282591581345,2023-01-04 18:17:38.576872,2023-01-04 18:17:54.034803,0 days 00:00:15.457931,tanh,0.1,2,0.6,0.07275282591581345,,,PRUNED
