C:29127164
CC(F)F:52143
c2cccnc2:52059
CCC(CC):50519
C=C(C):50381
OCCO:49360
CC(F)(F)C:48930
C[C@@H](C)NC(=O):47555
C=CCN:47524
CCC(C)(C)C:47314
CCC1CC1:47168
C#CCN:46788
CN[C@H](C):45564
C[C@@H](C)N:45504
Cc1ccncc1:45280
Br:44844
CC(=O)N(C)C:44720
CO[C@H](C):44562
[C@@H](C)CC:44449
CCF:43800
CC(F)(F)F:43493
CN[C@@H](C):43434
[C@H](C)O:43276
c3ccccc3:42553
C=O:42329
CC(N)=O:41855
CCNC(=O)N:41802
[C@@H](O):41655
4:41647
COCCN:41613
c1ccncc1:41375
CCN(C)C(=O):40983
C(=O)C(C)(C):40414
[C@@H]2C[C@H]2:40309
S(=O)(=O):39179
[C@@H](C)O:39154
[C@H](CC):39130
CCC(=O)O:38412
CC(C)O:38047
c2ccncc2:38008
C[C@H](C)N:37986
[C@@H](CC):37762
[C@H](C)C(=O)N:37510
c1ccccn1:37509
CCC#N:37358
C1CCOCC1:36921
C[C@H](CO):36641
C[C@@H](CO):35659
C(C)(C):35557
[C@H](CO):35343
CO[C@@H](C):35102
NN=C:34985
CC1CCC1:34298
c1nccs1:34039
c1ccc(F)cc1:33847
Cc1ccoc1:33799
CCC(=O)NC:33485
[C@H]2C[C@H]2:33482
CCN(CC):33388
CC1CCCC1:33108
C(=O)[C@@H](C):32816
CO[C@H](C)C:32645
[C@H](C)CC:32557
C(C)(F)F:32536
[C@H](C)C(=O)O:32458
NCCN:32114
Cc1cccnc1:32106
CC(F)(F):31629
[C@@H](C)C(=O)N:31274
C(C)(C)O:31178
[C@H]1CCC[C@@H]1:30988
C[C@H](O)CN:30501
NS(=O)(=O):30257
CC[C@H](CO):30189
CCCC(=O)N:30087
[C@@H](CCO):29957
C=N:29801
[C@@H](CO):29717
C[C@H](C)NC(=O):29520
[C@H](N):29513
C1(C)CC1:29374
c1cnn(C)c1:29364
NC(N)=O:28704
C[C@@H](O)CN:28699
Cc1ccsc1:28654
CCCNC(=O)N:28630
CCc1ccccc1:28469
C[C@H](CN):28403
C(=O)NCCN:28311
NC(=O)CO:27994
CCCF:27966
c2ccc(F)cc2:27927
CC[C@@H](CO):27867
c1ccsc1:27767
c1ncc[nH]1:27752
CCCC#N:27508
CC[C@H](C)N:27280
CO[C@@H](C)C:27069
S(C)(=O)=O:26895
CCCCCC:26677
CC[C@@H](C)N:26530
COCCO:26411
[C@H](CCO):26383
C[C@@H](C#N):26353
[C@@H]1CCOC1:26290
Cc1ccccn1:26270
CCOCCN:26197
N1CCC[C@@H]1:26127
C[C@@H]1C[C@@H]1:25718
OCCN:25610
[C@H]2C[C@@H]2:25405
[C@H](O):25403
c1cccc(F)c1:25400
CCN[C@H](C):25366
C(=O)CN:25258
C(=O)N(CC):25222
[C@@H](C)C(=O)O:25123
CCCN(C)C:24971
[C@H](F):24967
C[C@@H](CN):24886
NC(=O)CN:24709
CCCN(C):24455
C=CCCC:24320
Cc1cnn(C)c1:24258
C=C(C)C:24082
C[C@H]1CCCO1:23949
CCCCCN:23913
C[C@@H]1CCCO1:23849
C(F):23655
CC[C@@H](C#N):23614
C2(CCC2):23584
CNC(=O)NC:23407
COC(C)(C):23403
N1CCCCC1:23277
[C@H](C)NC(=O):23241
[C@H]1CCCC[C@H]1:23182
c1ccccc1F:23010
C[C@H](C(=O)O):22877
[C@H]1C[C@H]1:22854
CCCSC:22816
C(CO):22791
c1cccs1:22785
CC(C)(C)N:22668
[C@@H]1CCCO1:22521
c1cnccn1:22517
[C@@H]1C[C@@H]1:22470
C[C@@H](C(=O)O):22402
c1ccoc1:22342
[C@@H]1CCCN1:22326
C[C@@H]1C[C@H]1:22243
COc1ccccc1:22232
CCOCCO:22156
CCC[C@@H](C)C:22026
C=NN:22020
CCC[C@H](C)C:21894
CC[C@H](C)NC(=O):21820
CCS(=O)(=O):21699
S(=O)(=O)N:21688
CCS(=O)(=O)C:21646
[C@H]1CCOC1:21638
OC(C)C:21598
COCCC:21565
CCCC(=O)O:21418
[C@H]1C[C@@H]1:21376
CC(C)(C)C#N:21259
c1cncnc1:21233
[C@@H](C)NC(=O):21222
CC(=O)N[C@@H](C):21195
CCN[C@@H](C):21151
C[C@@H](F)C:21049
N[C@H](CO):20874
c2cnn(C)c2:20815
CCN(CC)C(=O):20688
[C@@H]1COC[C@H]1:20681
CON=C:20620
Cc1occc1:20503
Cc1nocc1:20496
Cc1ccc(F)cc1:20464
c2ncccc2:20284
Cc1noc(C)c1:20251
CN1CCC[C@@H]1:20241
C[C@H](F)C:20202
C(=O)OC(C)(C)C:20043
CS(=O)(=O):20003
CCC(N)=O:19878
C(=O)NCCO:19836
CCn1ccnc1:19771
CC(C)(O):19768
NC(C)=O:19574
[C@H]1CC1(C)C:19536
O=[N+]([O-]):19505
C[C@@](C)(O):19234
C[C@H](C#N):19183
Nc1ccccc1:19079
c1ccc(C)cc1:19058
CN1CCC[C@H]1:19030
CCC[C@H](C)N:18961
CC[C@@H]1C[C@H]1:18907
N[C@@H](CO):18899
[C@@H](CO)NC(=O):18868
CC[C@H](C#N):18800
C[C@@H](C)CN:18797
CCCCOC(=O):18760
C(=N):18692
[C@H](CN):18683
Cn1ccnc1:18671
c2cccc(F)c2:18583
Cn2ccnc2:18534
CCN(CCO):18513
NC(C)C:18501
CCNC(=O)NC:18430
CCCCNC(=O):18421
[C@H]1CCCO1:18391
[C@@H]1OCC[C@H]1:18388
+:18256
CCCC(=O)NC:18207
Cc1ccon1:18193
CN(CCC#N):18178
[C@H](COC):18166
C[C@@H]2C[C@@H]2:18162
C[C@H](CO)NC(=O):18087
CC[C@@H](C(=O)O):18074
c2ccoc2:18036
CSCCN:17976
c1ccc(Cl)cc1:17775
CC[C@H](C(=O)O):17750
C=C(Cl):17697
C(=O)N1CCC[C@H]1:17664
c2ccsc2:17659
C(=O)N[C@@H](CO):17641
CCNCCNC(=O):17456
[C@@H](COC):17428
Cc1nn(C)cc1:17406
CO[C@H](C)C(=O)N:17389
NCC1CC1:17376
CNCCN:17358
C(=O)N[C@H](CO):17237
CCONC(=O):17181
C[C@H]1C[C@@H]1:17165
C[C@@H]1CCCN1:17149
[C@H](C)CN:17142
C[S@](=O):17135
NC(=S):17074
[C@@H](C(=O)O):16991
c1ccc[nH]1:16972
CNC(C)=O:16927
CCC(F)(F)F:16863
Cn1cccn1:16747
Cn1nccc1:16678
CC(C)CN:16665
[C@H](C)C#N:16654
c1nncn1C:16651
C[C@H](O)C(=O)N:16625
C1CNC1:16490
c1sccc1:16453
[C@@H](C)CNC(=O):16432
COc2ccccc2:16334
CONC(=O):16302
c1cn[nH]c1:16293
NCCCN:16292
C(=O)NC(C)(C)C:16276
CCCC(C)(C)C:16266
CCn1nccc1:16234
Cc1cccs1:16212
[C@@H](O)CNC(=O):16171
Cn1nnnc1:16098
[C@H](C)CO:16079
CC(C)(C)OC:16052
CC(C)(C)CN:16022
[C@@H](C#N):16016
CCC[C@@H](C)N:16007
CC[C@H](C)C(=O)N:15997
Cc1ccco1:15993
[C@@H]2CCC[C@H]2:15970
CC(C)=C:15960
CCn1cccn1:15888
C#CCO:15856
CC(=O)N[C@H](C):15848
[C@H](CF):15799
Cc1cnccc1:15785
[C@@H](C)C#N:15776
C[C@H](C)NC(=O)N:15764
C[C@@H](C)OC:15732
CNS(=O)(=O):15729
C[C@@H]1CCCCN1:15724
[C@@H](CF):15715
C(C(=O)O):15697
c1ccc(C#N)cc1:15691
c1cccc(O)c1:15651
Cn1nncc1:15637
c1ncccn1:15619
c2cn[nH]c2:15616
c1ccon1:15608
C[C@](C)(O):15542
C[C@H]1CCCCN1:15443
[C@H](C(=O)O):15429
C[C@H](C)OC:15429
S(N)(=O)=O:15370
S(=O)(=O)NC:15354
CC(N):15305
CCC(=O)N(C):15290
CCCCCNC(=O):15288
CCC1CCC1:15286
Cn1cnnc1:15261
CCOC(C)C:15120
N1CCCC1:15063
[C@@H]1CCCOC1:14971
CN1CCCC1:14969
CCNC(=S)N:14895
CCCCC(=O)N:14855
CN(C2CC2):14824
[C@H]1CCCOC1:14813
Cc1ncccc1:14777
C[C@H](C)CN:14711
C[C@H](C)CC:14691
CCCCS:14623
[C@@H]1CC1(C)C:14623
c1ccn(C)n1:14584
C[C@@H]1CCOC1:14553
CCN(CC)C:14550
CC[C@H](C)O:14545
NCC(=O)N:14513
C[C@H]1CCOC1:14504
C=CCO:14470
CN(CC):14462
[O-]:14443
Cc1cccc(C)c1:14406
[C@@H](F):14320
CC[C@H](CO)N:14318
N(CC)C(=O):14256
CC1CCCCC1:14229
Cn1cncc1:14226
CCCCCO:14220
OCCCO:14214
C[C@H](OC):14204
[C@H](C#N):14165
CCCCF:14136
C[C@H](O)CC:14122
[C@H](CC(C)C):14084
[C@H](C)OC(=O):14083
c1ccccc1O:14062
C=C(CC):14058
[C@H]2CCC[C@H]2:14053
CCCN(C)C(=O):14021
[C@@H](C)C(=O)NC:13984
CC[C@](C)(O):13946
COC[C@H](C):13837
CCCCC(=O)O:13835
Cc1cnc[nH]1:13800
NC(=S)N:13787
C[C@@H](N)C(=O)N:13776
[C@H](C)N(C)C:13746
CCOc1ccccc1:13745
Cc1nccnc1:13745
Cc1cccc(F)c1:13665
c2ccccc2O:13645
C1(CO)CC1:13609
C1CCCCCC1:13603
CCOC(C)(C)C:13598
c1nccn1C:13557
c1nc[nH]n1:13513
c1nnnn1C:13511
CCN(C)C(=O)N:13476
OC(F)F:13458
c1cccc(C)c1:13348
C=CCNC(=O):13339
c1ccccc1N:13327
CNC(=O)N(C):13319
c1ccncn1:13305
CCCCCCN:13286
C[C@H]1C[C@H]1:13239
CCS(C)(=O)=O:13156
Cc1nc[nH]n1:13148
[C@@H]1CCNC1:13143
c1nn[nH]n1:13079
CCN(CCOC):13077
CC#CCN:13064
CC[C@@H](F):13044
C(=O)NC(C)(C):13010
[C@@H](C)CO:13001
CCC[C@@H](N):12977
CC[C@@H](O)CN:12868
CNC(=O)CN:12864
Cc1cnccn1:12847
CNC(=O)[C@@H](C):12836
OCc1ccccc1:12756
[C@H]2CCC[C@@H]2:12750
C1COC1:12709
Cc1ncoc1:12619
CC(C)(CO):12613
[C@@H]2C[C@@H]2:12577
CC[C@@H](CO)N:12563
[C@@H](C)S:12559
[C@@H](CN):12551
C[C@H](CC#N):12542
CC1CCOCC1:12497
COCC(=O)N:12495
NC(=O)[C@@H](N):12423
c2cc[nH]c2:12417
CN(C)[C@H](C):12414
c2c[nH]nc2:12332
C[C@@H]1CCCCO1:12314
CC[C@@](C)(O):12288
C[C@H](O)CNC(=O):12287
C(=O)NOC:12278
C[C@@H]1COCCN1:12272
c1cccc(Cl)c1:12269
C(=O)O[C@H](C):12268
C1CCSCC1:12264
[C@H](C)CNC(=O):12263
NCCCO:12252
COC[C@H](C)N:12248
C=C(C)CN:12236
C(=O)C(C)(C)C:12233
N(CC):12233
CN(C(C)C):12088
[C@H]1CCCN1C(=O):12079
Cc1ccccc1F:12056
CCCS(=O)(=O)N:12054
C[C@H]1CCCCO1:12042
CN(CC(F)F):12040
Cc1nccn1C:11973
C(N)=N:11969
O[C@@H](C)C(=O)N:11968
[C@@H]1CCCNC1:11929
C/C=C\C(=O)N:11923
C[C@@H]1CCN1:11895
C[C@@H](CO)N:11853
[C@H]1CCNC1:11851
N[C@H]1CCOC1:11847
Cc1ccc(O)cc1:11802
C[C@H]1COCCN1:11799
[C@@H]1CNC[C@H]1:11796
CS(C)(=O)=O:11723
CS[C@H](C):11719
CS(=O)(=O)N:11708
CCCCCC(=O)N:11689
COC[C@@H](C)N:11670
[C@@H](C)COC:11655
Cc1cscn1:11652
C(=O)C1CC1:11650
Cc1ncsc1:11645
CCNC(=O)CN:11625
CCC(C)(C)N:11619
C(=O)O[C@@H](C):11600
C(=S)NC:11589
c1cncc(F)c1:11576
[C@H](C)S:11573
CCC(C)(C)C(=O)N:11568
c1ccnn1C:11536
[C@H](C)COC:11522
C[C@H]1CCN1:11517
CN(CCO):11512
[C@@H](N):11505
CCC[C@H](O):11500
C(=O)NC[C@H](C):11473
C(=O)NC[C@@H](C):11467
C/C=C(\C):11450
[C@H](C)C(C)C:11413
C[C@H](CO)N:11387
c1ccc(OC)cc1:11380
CNCC(=O)N:11376
[C@H](O)C1CC1:11363
[C@@H](C)C(C)C:11340
c2n[nH]cc2:11339
C(=O)NC1CC1:11334
[C@H]1CCCNC1:11312
CC(C)OC:11259
C[C@@H](OC):11257
[C@H]2CCCC[C@H]2:11237
CCc1cccnc1:11220
Cc1ocnc1:11219
[C@@H](O)C1CC1:11201
C(F)(F):11183
CC(C)(C)C(=O)N:11182
[C@@H](C)CN:11172
c1ncnn1C:11126
[C@](C)(CC):11123
C[C@H](O)CO:11122
C[C@@H](C)OC(=O):11120
C#CCCN:11119
CC(C)(O)C:11087
Cc1n[nH]cc1:11083
c2occc2:11081
NS(C)(=O)=O:11034
C#CCNC(=O):11017
N(CC)CC:10947
[C@H](OC)C(=O)N:10918
[C@H](C2CC2):10911
CCCC(=O)OC:10889
N1CCOCC1:10862
NC(=O)[C@@H](C)N:10855
C1CSC1:10852
c2cc(F)ccc2:10842
c1ccc(F)c(F)c1:10841
NC(=O)CCC:10835
[C@](C)(CO):10787
NC[C@@H](C)O:10764
[C@@](C)(CC):10735
CC(C)C(=O)N:10730
c1cc[nH]n1:10708
CCOCCNC(=O):10676
C=CCCN:10655
CCc1ccco1:10603
Cc1c[nH]nc1:10586
Cc1nonc1:10584
COC[C@@H](C):10576
CCN(CC#N):10532
C(=O)c1ccccc1:10525
[C@@H](CC(C)C):10484
c1ccc(O)cc1:10473
COCCN(C):10470
c1cn(C)cn1:10465
[C@H]1CCCN1:10463
[C@@](C)(CO):10437
CC(C)(F):10404
CNC(=N)N:10365
c1cccc(C#N)c1:10345
C(=O)C[C@@H](C):10337
CCC[C@H](O)C:10332
C[S@@](=O):10329
CC(C)(N):10327
C[C@H](CC(=O)O):10318
C[C@@H](CC(=O)O):10308
NC(=O)C(C)(C)C:10287
CC(C)(C)CO:10283
[C@H]3C[C@H]3:10280
NCc1cccnc1:10245
CCCOCC(=O)N:10205
CN(CC#N):10200
C(=O)NC[C@@H](O):10194
Cc1ccnn1C:10170
c2nccnc2:10163
C1CCNCC1:10147
CC(C)NC(=O):10142
NCCNC(=O):10128
[C@@H](C)C(=O)OC:10123
CC(C)N(C):10115
Cc1cccc(O)c1:10110
CC[C@H](C)CC:10091
C/C=C(/C):10073
C[C@@H](O)C(=O)N:10073
CC(C)(C#N):10060
C[C@@H](C)N(C)C:9986
[C@@H](C(C)C):9975
CC#CC:9963
C[C@H](C)CO:9945
[C@@]1(C)C[C@H]1:9917
Oc1ccccc1:9889
CN1CCOCC1:9876
CS[C@@H](C):9873
C2(CCCC2):9872
CC(C)(C)OC(=O)N:9872
CCC[C@@H](O)C:9836
CCNS(=O)(=O):9816
[C@H](C)c1ccccc1:9801
[C@H](CCC):9768
c1ncn(C)n1:9765
[C@H](C(C)C):9738
c1ccc(F)cc1F:9722
CC[C@H](O)CN:9699
FC(F):9684
[C@H](C)CC(=O)O:9682
C[C@@H](C)CO:9655
c2ccc(O)cc2:9651
CCS(=O)(=O)N:9649
c2ccc(C)cc2:9622
C/C=C/C(=O)N:9622
N#CCN:9598
CCCN(CC):9588
CON(C)C(=O):9565
[C@H](OC):9546
C[C@H]1CCCN1:9543
CC(=O)NCCN:9531
CC1(C)C[C@@H]1:9527
C2(CC2):9519
CC[C@H](N)C(=O)N:9510
c2cncnc2:9480
[C@H](C1CC1):9470
C#CCC:9448
[N+]:9420
C[C@H]1CCC[C@H]1:9399
C[C@H](C(N)=O):9394
C=CC(=O)N:9370
Cc1ccc(C)cc1:9367
C(=O)CC(C)(C)C:9348
N[C@H](C(=O)O):9333
CCCCCCC:9314
C#CCOC(=O):9311
CCN1CCCC1:9289
O[C@@H]1CCOC1:9289
OCC(F)F:9288
CCCON:9287
CN(CCF):9284
[C@@H]1CCC(=O)N1:9250
C3(CCC3):9225
CCN(CC(=O)O):9222
CCN(CCO)C:9209
C(C)(C)C(=O)O:9202
c1ccc(F)cn1:9157
Cc1cncn1C:9156
Cc1cc(F)ccc1:9156
CCCCN(C):9153
[C@@H](CCC):9133
[C@H]2CCCN2:9113
c1cccc(OC)c1:9105
[C@H]1CCCCN1:9104
CCC(=O)N(C)C:9103
[C@@H]1CCCCN1:9082
Cc1ccccc1O:9067
O[C@H]1CCOC1:9055
CC(C)(C)CNC(=O):9017
C[C@H]1CCCN1C:9016
CCOCC(=O)N:9005
[C@@H](C2CC2):9003
[C@H](C)C(C)(C)C:8996
CC(C)OC(=O):8986
CON(C):8938
CS(=O)(=O)CC:8936
CS(=O)(=O)C:8935
c1ncccc1F:8917
CN(C)CCO:8914
FC(F)(F):8909
[C@H](C)C1CC1:8893
COC(=O)[C@@H](C):8885
CNC(=S)N:8859
N[C@@H]1CCOC1:8859
CNC(=O)[C@H](C)N:8844
[C@@H](C)N(C):8777
c2cnccc2:8759
CCCCOC:8759
C1CCN(C)CC1:8729
[C@@H](OC)C(=O)N:8722
C[C@H](N)C(=O)N:8717
C[C@H](CCO)N:8702
NC(=O)C(C)C:8682
CNC(=O)CCN:8673
[C@@H](OC):8640
C(=N)O:8637
C(=O)N1CCC1:8631
CCC[C@](C)(O):8603
[C@@H](C)CC(=O)O:8581
c1ccc(C)o1:8570
CC[C@H](F):8531
C(O)=N:8497
C(=O)[C@H](O):8489
C#CCN(C):8470
CO[C@H](C)CN:8456
CCCN[C@H](C):8455
CC(C)[C@H](O):8447
[C@@H](C1CC1):8441
N(CCO):8436
N[C@@H](C)C(=O)N:8434
[C@@H]2CCCN2:8418
CC[C@@H]1CCOC1:8416
[C@@H]1CCCCO1:8393
COCCCN:8392
Cc1ccc(C#N)cc1:8360
CC#CC(=O)N:8358
CCN(CC(C)C):8351
CCOCC1CC1:8350
CCn1ncnc1:8341
C(=O)NCC1CC1:8325
C/C=C(/C)C(=O)N:8317
[C@@H](O)CN:8316
C(=O)NCCF:8294
c1csnn1:8288
[C@H]1CCCCO1:8281
CNCCNC(=O):8279
CC[C@H]1CCOC1:8264
COC(C)(C)C:8251
CCCN[C@@H](C):8250
NCC(=O)NC:8246
N(CC2CC2):8241
C=C[C@](C)(O):8223
C(=O)[C@@H](N):8218
c2cccc(O)c2:8206
NCc1ccco1:8172
C1CC(C)(C)C1:8167
c1cccnn1:8136
Cc1[nH]ccc1:8122
N1CCCCCC1:8116
[C@@H](c1ccccc1):8109
CN(C)[C@@H](C):8098
CNC[C@H](C):8083
CN2CCC[C@@H]2:8054
C(=O)[C@H]1CCCN1:8052
[C@H](C#N)C(=O)N:8046
[C@H](O)CN:8038
c1nc(C)no1:8020
[C@@H]1CCSC1:8017
C(=O)N[C@H](CC):8014
C[C@@H]3C[C@@H]3:7983
[C@@H](C(N)=O):7981
c2ccc(Cl)cc2:7975
CCCCCCO:7962
C(C1CC1)C1CC1:7960
N[C@@H](C(=O)O):7952
c1c(C)noc1C:7952
[C@H]1CCSC1:7951
CS[C@H](C)C:7948
CC(C)[C@@H](O):7941
Cc1cc[nH]n1:7933
C(CC)CC:7910
CCCn1ccnc1:7891
CNC[C@@H](C):7888
C#CC(=O)N:7872
C(=O)c1cnn(C)c1:7864
S(=O)(=O)N(C):7851
CCN(CC#N)C:7836
CCN(C(C)=O):7833
N[C@H]1CCC[C@H]1:7811
CNS(=O)(=O)N:7799
[C@H]1CCC(=O)N1:7774
CN2CCC[C@H]2:7767
[C@@H](C)OC(=O):7752
Cc1cncs1:7745
O=C(O)CC:7737
CC[C@H](OC):7712
CCC[C@@](C)(O):7707
Cc1ccn(C)n1:7701
[C@H](CC)NC(=O):7672
N=c1cc[nH]cc1:7662
CC1=CCCC1:7645
C/C=C\C:7635
CN1CCCC[C@@H]1:7630
c2sccc2:7625
c1cncs1:7625
CCN(CCCO):7598
CCC(=O)CC:7594
C[C@@H]1C[C@H]1C:7592
C(=O)Nc1ccccc1:7559
COCCOC:7550
Nc1ncccn1:7548
NC1CCCC1:7520
CC[C@H](C)OC(=O):7494
CN1CCCC[C@H]1:7461
C(=O)NCC(F)F:7433
c1ccncc1F:7430
c1c(F)cccc1F:7412
C[C@@H](C)C(=O)O:7411
c1ccccc1Cl:7400
Cc1ccc(Cl)cc1:7381
C(=O)OC(C)C:7381
c1cccc(F)n1:7377
C#CCN(C)C(=O):7373
CNC(=O)C1CC1:7357
C(=O)OCCF:7354
CCCONC(=O):7349
CC[C@@H](OC):7348
C[C@@H](CCO)N:7345
C[C@H](C)CNC(=O):7326
c2cccc(C)c2:7289
CNC(=O)[C@H](C):7288
CNC[C@@H](O):7276
[C@@H](C)C1CC1:7275
C[C@@H](O)CO:7274
CC1CCNCC1:7272
CC[C@@H](C)NC:7271
Cc1n[nH]c(C)c1:7264
CC(C)(C)C(=O):7227
N#CCC:7225
CNC(=O)N[C@H](C):7225
CC[C@H](C)CN:7197
CCC1(O)CCC1:7182
C(=O)OCCO:7173
CC1CC=CC1:7173
[C@H](C#N)NC(=O):7165
CC[N+](=O)[O-]:7153
C(=O)N1CCOCC1:7150
[C@H]1CCNC1=O:7150
c1cc(F)cc(F)c1:7147
CCC[C@H](CC):7140
C[S@](C)=O:7133
[C@@H](CC)NC(=O):7129
Cc1nc[nH]c1:7127
[C@@H]1CCCS1:7092
C=CC(C)(C):7088
C[C@@H](C(=O)O)N:7083
c1cscn1:7057
CNC[C@H](O):7054
NC(=O)CCN:7049
CCC(=O)N[C@H](C):7049
COC(=O)[C@H](C)N:7047
C(=O)C(C)C:7044
C(=O)N[C@@H](CC):7040
C[C@@H]1C[C@H]1N:7023
CCN1CCOCC1:7020
N1CCC[C@H]1:7017
CCOCCC(=O)N:7002
CCC(CC)N:6991
S(=O)(=O)N(C)C:6988
C(=O)Nc1cccnc1:6965
CN(C)C(=O)CN:6964
C(=O)[C@@](C)(O):6963
Cc1nnsc1:6959
N[C@@H](C)CO:6956
CCCc1ccccc1:6941
CCc1cn[nH]c1:6941
CC[S@](C)=O:6921
C(=O)NCCC#N:6920
Nc1ccccn1:6910
[C@@H](C)N(C)C:6903
C=C[C@@](C)(O):6896
CC1CC(F)(F)C1:6879
C[C@@H]3C[C@H]3:6876
NC(=O)[C@@H](C)O:6876
NCC1CCC1:6875
CC[C@H](SC):6873
CCCCN(C)C:6867
CCOCCCN:6861
CN(CCCF):6853
[C@H](C)C(N)=O:6851
[C@@H]1CCO[C@H]1:6845
[C@@H](C)CNC:6819
C(=O)NC(C)C:6818
Cc1ncncc1:6805
c2ccc(C#N)cc2:6804
c2c(F)cccc2:6789
NC(=O)C(F)F:6767
CC[C@](C)(C#N):6767
[C@@H]1CCN(C)C1:6754
CC1(C)COC1:6739
Cc1cccc(Cl)c1:6732
CCC1CCOCC1:6731
COC[C@H](O)CN:6729
[C@@H]1CCCCN1C:6726
[C@@H]1C(=O)N1CC:6716
[C@H]1CCC[C@H]1N:6710
[C@@H]1C[C@H]1CN:6708
C3(CC3):6705
COCCCC(=O)N:6703
CC(C)(C)CC(=O)N:6702
C[C@H]3C[C@@H]3:6699
COC(=O)CN:6695
Nc1ccc(F)cc1:6685
NC[C@@H]1CCCN1:6681
CN(C)C(=O)NC:6673
CC(C)(C#N)C:6665
CN(CC(=O)O)C(=O):6627
c1cc(F)ccc1F:6609
CC[C@@H](C)CN:6609
CCC[C@@H](CC):6605
C(=O)C(F)F:6599
CCOCC(F)F:6583
COCCNC(=O):6571
[C@@H]1CCNC1=O:6553
CNC(C)(C):6548
NC(=O)c1cccnc1:6547
Cc1cn[nH]c1:6538
C/C=C(\C)C(=O)N:6538
CC[C@H](C)N(C):6536
C#CCCCC(=O)N:6520
CC[C@H](COC)N:6511
COC(=O)[C@H](C):6509
C[C@H](CC(N)=O):6492
NC(=O)C(N)=O:6491
CC1(O)CCCC1:6489
NC(=O)c1ccccc1:6476
NCc1cc[nH]n1:6450
CC[S@@](C)=O:6448
C=CCCC(=O)N:6437
CCN(CC)CC:6421
NC(=O)OC(C)(C)C:6401
C(=O)N1CCCC1:6391
C[C@H](O)CCN:6387
CCO[C@H](CC):6386
CN(C)CC(=O)N:6371
CCCN(CCC):6369
[C@H]1CCCCN1C:6368
C(=O)[C@@H](O):6367
[C@H](N)C(=O)N:6359
C[C@H](O)CN(C):6357
C[C@@H](CC(N)=O):6352
c1ncon1:6349
c1ccccc1OC:6335
C1CC(F)(F)C1:6335
C=CCN(CC=C):6297
CC[C@@H]1CCCN1:6295
c1ccc(Cl)nc1:6281
C[C@H](N)CN:6272
[C@@H](C)C(N)=O:6256
C(=O)NCCCO:6253
COCCC(=O)N:6231
N[C@@H]1C=CCC1:6230
CO[C@@H](C)CN:6230
CCCNC(=O)CN:6199
N[C@H]1CCNC1:6187
CC(=O)NC1CC1:6172
C(=O)NCCC(=O)O:6163
CCCC[C@H](CC):6156
C(=O)[C@H](C)C#N:6153
C(=O)c1ccc[nH]1:6150
CC(C)[C@H](C):6148
C(=O)c1ccncc1:6140
C(=O)N(CCO):6131
N[C@@H]1CCNC1:6126
CCc1cccs1:6122
CCCC[C@H](C):6110
N[C@H]1C=CCC1:6103
CC[C@H](C)OC:6100
COC(=O)NC:6085
CN(CCO)C:6081
C[S@@](C)=O:6074
CC(=O)NC(C)(C):6067
[C@H](O)C(C)(C)C:6066
[C@@H]1CC12CC2:6063
C[C@@H](C)C#N:6055
