,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
283,283,99.47862243652344,2022-12-25 02:56:41.229399,2022-12-25 02:56:49.643010,0 days 00:00:08.413611,relu,0.1,2,0.65,99.47862243652344,,,,PRUNED
284,284,23.860563278198242,2022-12-25 02:56:49.727902,2022-12-25 02:57:04.850186,0 days 00:00:15.122284,relu,0.25,2,0.75,23.860563278198242,,,,PRUNED
285,285,8.415780067443848,2022-12-25 02:57:04.936430,2022-12-25 02:57:40.147496,0 days 00:00:35.211066,relu,0.25,2,0.7,8.415780067443848,,,,PRUNED
286,286,22.01177406311035,2022-12-25 02:57:40.243072,2022-12-25 02:57:55.587988,0 days 00:00:15.344916,relu,0.30000000000000004,2,0.75,22.01177406311035,,,,PRUNED
287,287,266.6790771484375,2022-12-25 02:57:55.665856,2022-12-25 02:58:31.860220,0 days 00:00:36.194364,tanh,0.05,7,0.75,266.6790771484375,,,,PRUNED
288,288,116.04296875,2022-12-25 02:58:31.946454,2022-12-25 02:58:40.650444,0 days 00:00:08.703990,relu,0.35000000000000003,5,0.6,116.04296875,,,,PRUNED
289,289,35.42659378051758,2022-12-25 02:58:40.745805,2022-12-25 02:58:56.025043,0 days 00:00:15.279238,sigmoid,0.30000000000000004,2,0.6,29.271921157836914,35.42659378051758,,,PRUNED
290,290,91.13785552978516,2022-12-25 02:58:56.128942,2022-12-25 02:59:04.816439,0 days 00:00:08.687497,relu,0.15000000000000002,2,0.6,91.13785552978516,,,,PRUNED
291,291,80.5533447265625,2022-12-25 02:59:04.902517,2022-12-25 02:59:13.306171,0 days 00:00:08.403654,tanh,0.5,2,0.8,80.5533447265625,,,,PRUNED
292,292,111.64247131347656,2022-12-25 02:59:13.393302,2022-12-25 02:59:21.831410,0 days 00:00:08.438108,relu,0.1,2,1.0,111.64247131347656,,,,PRUNED
293,293,7.1305036544799805,2022-12-25 02:59:21.926974,2022-12-25 02:59:57.503692,0 days 00:00:35.576718,relu,0.15000000000000002,2,0.6,32.209449768066406,12.160002708435059,7.1305036544799805,,PRUNED
294,294,1.4104464054107666,2022-12-25 02:59:57.590820,2022-12-25 03:01:34.365250,0 days 00:01:36.774430,relu,0.2,2,0.6,5.484838485717773,3.9417483806610107,,,COMPLETE
295,295,98.94417572021484,2022-12-25 03:01:34.461218,2022-12-25 03:01:42.828991,0 days 00:00:08.367773,relu,0.15000000000000002,2,0.6,98.94417572021484,,,,PRUNED
296,296,8.767797470092773,2022-12-25 03:01:42.932896,2022-12-25 03:02:18.392949,0 days 00:00:35.460053,relu,0.2,3,0.7,8.767797470092773,,,,PRUNED
297,297,94.39043426513672,2022-12-25 03:02:18.498531,2022-12-25 03:02:27.242271,0 days 00:00:08.743740,relu,0.0,2,0.6,94.39043426513672,,,,PRUNED
298,298,18.707590103149414,2022-12-25 03:02:27.336840,2022-12-25 03:02:42.557773,0 days 00:00:15.220933,relu,0.15000000000000002,2,0.6,63.126678466796875,18.707590103149414,,,PRUNED
299,299,23.205873489379883,2022-12-25 03:02:42.663403,2022-12-25 03:02:57.881710,0 days 00:00:15.218307,relu,0.2,2,0.6,50.68395233154297,23.205873489379883,,,PRUNED
300,300,6.321613311767578,2022-12-25 03:02:57.984969,2022-12-25 03:03:33.478891,0 days 00:00:35.493922,relu,0.30000000000000004,2,0.6,41.989479064941406,15.988834381103516,6.321613311767578,,PRUNED
301,301,8.764344215393066,2022-12-25 03:03:33.565126,2022-12-25 03:04:09.292832,0 days 00:00:35.727706,relu,0.25,2,0.6,8.764344215393066,,,,PRUNED
302,302,91.1565933227539,2022-12-25 03:04:09.379072,2022-12-25 03:04:17.925499,0 days 00:00:08.546427,relu,0.30000000000000004,2,0.65,91.1565933227539,,,,PRUNED
303,303,29.829940795898438,2022-12-25 03:04:18.011744,2022-12-25 03:04:33.224434,0 days 00:00:15.212690,relu,0.35000000000000003,2,0.8,29.829940795898438,,,,PRUNED
304,304,127.87300872802734,2022-12-25 03:04:33.318911,2022-12-25 03:04:41.748686,0 days 00:00:08.429775,relu,0.30000000000000004,2,0.75,127.87300872802734,,,,PRUNED
305,305,149.7640838623047,2022-12-25 03:04:41.826580,2022-12-25 03:04:50.639675,0 days 00:00:08.813095,relu,0.35000000000000003,3,0.85,149.7640838623047,,,,PRUNED
306,306,1.323843240737915,2022-12-25 03:04:50.734251,2022-12-25 03:06:27.295324,0 days 00:01:36.561073,relu,0.15000000000000002,2,0.6,6.781940460205078,3.9914093017578125,,,COMPLETE
307,307,98.0264663696289,2022-12-25 03:06:27.389887,2022-12-25 03:06:35.756660,0 days 00:00:08.366773,sigmoid,0.30000000000000004,2,0.6,98.0264663696289,,,,PRUNED
308,308,94.01980590820312,2022-12-25 03:06:35.850149,2022-12-25 03:06:44.239343,0 days 00:00:08.389194,relu,0.1,2,0.6,94.01980590820312,,,,PRUNED
309,309,93.79945373535156,2022-12-25 03:06:44.333914,2022-12-25 03:06:53.080342,0 days 00:00:08.746428,relu,0.25,2,0.6,93.79945373535156,,,,PRUNED
310,310,26.42128562927246,2022-12-25 03:06:53.169264,2022-12-25 03:07:08.270859,0 days 00:00:15.101595,relu,0.15000000000000002,2,0.7,26.42128562927246,,,,PRUNED
311,311,127.71955108642578,2022-12-25 03:07:08.357083,2022-12-25 03:07:16.744828,0 days 00:00:08.387745,relu,0.15000000000000002,2,0.6,127.71955108642578,,,,PRUNED
312,312,4.414940357208252,2022-12-25 03:07:16.840110,2022-12-25 03:08:53.062861,0 days 00:01:36.222751,sigmoid,0.5,2,0.65,16.77565574645996,6.145766735076904,4.414940357208252,,PRUNED
313,313,8.632599830627441,2022-12-25 03:08:53.150101,2022-12-25 03:09:28.893461,0 days 00:00:35.743360,relu,0.15000000000000002,2,0.65,8.632599830627441,,,,PRUNED
314,314,20.17949104309082,2022-12-25 03:09:28.979697,2022-12-25 03:09:44.225627,0 days 00:00:15.245930,relu,0.30000000000000004,2,0.6,65.49886322021484,20.17949104309082,,,PRUNED
315,315,1.3199436664581299,2022-12-25 03:09:44.303997,2022-12-25 03:11:50.898189,0 days 00:02:06.594192,relu,0.2,2,0.65,6.678670883178711,3.625393867492676,,,COMPLETE
316,316,81.27654266357422,2022-12-25 03:11:50.999281,2022-12-25 03:11:59.431978,0 days 00:00:08.432697,relu,0.5,2,0.6,81.27654266357422,,,,PRUNED
317,317,1.3765214681625366,2022-12-25 03:11:59.509876,2022-12-25 03:13:36.334016,0 days 00:01:36.824140,relu,0.1,2,0.6,14.18628978729248,6.006006240844727,4.009276866912842,,COMPLETE
318,318,95.37088012695312,2022-12-25 03:13:36.432168,2022-12-25 03:13:44.848939,0 days 00:00:08.416771,relu,0.2,2,0.65,95.37088012695312,,,,PRUNED
319,319,91.8693618774414,2022-12-25 03:13:44.944517,2022-12-25 03:13:53.348211,0 days 00:00:08.403694,relu,0.25,2,0.6,91.8693618774414,,,,PRUNED
320,320,117.52804565429688,2022-12-25 03:13:53.442858,2022-12-25 03:14:01.880663,0 days 00:00:08.437805,relu,0.25,2,0.7,117.52804565429688,,,,PRUNED
321,321,20.739625930786133,2022-12-25 03:14:01.959869,2022-12-25 03:14:17.521470,0 days 00:00:15.561601,tanh,0.4,2,0.6,45.732357025146484,20.739625930786133,,,PRUNED
322,322,1.5274803638458252,2022-12-25 03:14:17.608676,2022-12-25 03:15:47.163841,0 days 00:01:29.555165,relu,0.1,2,0.6,19.745853424072266,5.733057498931885,,,COMPLETE
323,323,25.647233963012695,2022-12-25 03:15:47.273936,2022-12-25 03:16:22.786883,0 days 00:00:35.512947,relu,0.1,3,0.6,25.647233963012695,,,,PRUNED
324,324,24.24030303955078,2022-12-25 03:16:22.873127,2022-12-25 03:16:38.311529,0 days 00:00:15.438402,relu,0.1,2,0.6,24.24030303955078,,,,PRUNED
325,325,99.26581573486328,2022-12-25 03:16:38.397944,2022-12-25 03:16:46.856111,0 days 00:00:08.458167,relu,0.45,2,0.65,99.26581573486328,,,,PRUNED
326,326,8.562895774841309,2022-12-25 03:16:46.947433,2022-12-25 03:17:22.520055,0 days 00:00:35.572622,relu,0.25,3,0.7,52.1790885925293,12.80790901184082,8.562895774841309,,PRUNED
327,327,86.53592681884766,2022-12-25 03:17:22.611302,2022-12-25 03:17:31.118931,0 days 00:00:08.507629,relu,0.25,4,0.7,86.53592681884766,,,,PRUNED
328,328,92.71678924560547,2022-12-25 03:17:31.202238,2022-12-25 03:17:40.060384,0 days 00:00:08.858146,relu,0.30000000000000004,4,0.75,92.71678924560547,,,,PRUNED
329,329,7.844282627105713,2022-12-25 03:17:40.142117,2022-12-25 03:18:15.520796,0 days 00:00:35.378679,relu,0.05,2,0.6,18.228212356567383,7.844282627105713,,,PRUNED
330,330,6.493619918823242,2022-12-25 03:18:15.615526,2022-12-25 03:18:51.108923,0 days 00:00:35.493397,sigmoid,0.1,2,0.6,20.087648391723633,6.493619918823242,,,PRUNED
331,331,26.438268661499023,2022-12-25 03:18:51.186799,2022-12-25 03:19:06.745432,0 days 00:00:15.558633,relu,0.25,3,0.7,65.83666229248047,26.438268661499023,,,PRUNED
332,332,115.16346740722656,2022-12-25 03:19:06.836817,2022-12-25 03:19:15.203122,0 days 00:00:08.366305,relu,0.15000000000000002,2,0.8,115.16346740722656,,,,PRUNED
333,333,94.69105529785156,2022-12-25 03:19:15.294295,2022-12-25 03:19:23.635812,0 days 00:00:08.341517,relu,0.2,2,0.9,94.69105529785156,,,,PRUNED
334,334,20.994184494018555,2022-12-25 03:19:23.726858,2022-12-25 03:19:39.009638,0 days 00:00:15.282780,relu,0.30000000000000004,3,0.6,26.60140037536621,20.994184494018555,,,PRUNED
335,335,25.83916473388672,2022-12-25 03:19:39.099819,2022-12-25 03:19:54.458453,0 days 00:00:15.358634,relu,0.1,2,0.95,52.52520751953125,25.83916473388672,,,PRUNED
336,336,82.74385833740234,2022-12-25 03:19:54.549899,2022-12-25 03:20:03.024471,0 days 00:00:08.474572,sigmoid,0.05,2,0.65,82.74385833740234,,,,PRUNED
337,337,22.08684539794922,2022-12-25 03:20:03.116993,2022-12-25 03:20:18.314972,0 days 00:00:15.197979,relu,0.1,2,0.6,22.08684539794922,,,,PRUNED
338,338,78.43523406982422,2022-12-25 03:20:18.413480,2022-12-25 03:20:26.997639,0 days 00:00:08.584159,relu,0.5,2,0.6,78.43523406982422,,,,PRUNED
339,339,142.7625732421875,2022-12-25 03:20:27.079491,2022-12-25 03:20:35.780253,0 days 00:00:08.700762,relu,0.15000000000000002,2,0.6,142.7625732421875,,,,PRUNED
340,340,127.34507751464844,2022-12-25 03:20:35.863154,2022-12-25 03:20:44.371311,0 days 00:00:08.508157,relu,0.15000000000000002,2,0.6,127.34507751464844,,,,PRUNED
341,341,36.82636260986328,2022-12-25 03:20:44.458268,2022-12-25 03:20:59.653482,0 days 00:00:15.195214,relu,0.15000000000000002,2,0.6,36.82636260986328,,,,PRUNED
342,342,37.13385009765625,2022-12-25 03:20:59.739440,2022-12-25 03:21:15.185633,0 days 00:00:15.446193,relu,0.1,3,0.6,37.13385009765625,,,,PRUNED
343,343,81.18438720703125,2022-12-25 03:21:15.281950,2022-12-25 03:21:23.818310,0 days 00:00:08.536360,relu,0.15000000000000002,2,0.6,81.18438720703125,,,,PRUNED
344,344,21.756513595581055,2022-12-25 03:21:23.921926,2022-12-25 03:21:39.242138,0 days 00:00:15.320212,relu,0.05,2,0.6,21.756513595581055,,,,PRUNED
345,345,16.243318557739258,2022-12-25 03:21:39.337430,2022-12-25 03:22:14.656102,0 days 00:00:35.318672,tanh,0.1,2,0.65,19.09131622314453,16.243318557739258,,,PRUNED
346,346,49.79164123535156,2022-12-25 03:22:14.751388,2022-12-25 03:22:30.387595,0 days 00:00:15.636207,relu,0.15000000000000002,5,0.6,49.79164123535156,,,,PRUNED
347,347,4.149095058441162,2022-12-25 03:22:30.481680,2022-12-25 03:24:06.522569,0 days 00:01:36.040889,relu,0.15000000000000002,2,0.6,42.97639083862305,10.381649017333984,5.4694366455078125,4.149095058441162,PRUNED
348,348,22.33605194091797,2022-12-25 03:24:06.616848,2022-12-25 03:24:21.713076,0 days 00:00:15.096228,relu,0.1,2,0.65,22.33605194091797,,,,PRUNED
349,349,9.235639572143555,2022-12-25 03:24:21.808364,2022-12-25 03:24:57.085382,0 days 00:00:35.277018,relu,0.1,2,0.65,9.235639572143555,,,,PRUNED
350,350,20.99674415588379,2022-12-25 03:24:57.179659,2022-12-25 03:25:12.800846,0 days 00:00:15.621187,sigmoid,0.05,3,0.6,20.99674415588379,,,,PRUNED
351,351,29.129783630371094,2022-12-25 03:25:12.904379,2022-12-25 03:25:28.058020,0 days 00:00:15.153641,relu,0.15000000000000002,2,0.6,29.129783630371094,,,,PRUNED
352,352,71.90003204345703,2022-12-25 03:25:28.152307,2022-12-25 03:25:36.699022,0 days 00:00:08.546715,relu,0.2,2,0.6,71.90003204345703,,,,PRUNED
353,353,18.680625915527344,2022-12-25 03:25:36.785252,2022-12-25 03:26:12.304647,0 days 00:00:35.519395,relu,0.2,3,0.6,18.680625915527344,,,,PRUNED
354,354,77.66065216064453,2022-12-25 03:26:12.389587,2022-12-25 03:26:21.045646,0 days 00:00:08.656059,relu,0.25,2,0.6,77.66065216064453,,,,PRUNED
355,355,81.16549682617188,2022-12-25 03:26:21.148934,2022-12-25 03:26:36.769445,0 days 00:00:15.620511,relu,0.45,6,0.65,81.16549682617188,,,,PRUNED
356,356,22.820308685302734,2022-12-25 03:26:36.855399,2022-12-25 03:26:51.968291,0 days 00:00:15.112892,relu,0.30000000000000004,2,0.75,69.67501068115234,22.820308685302734,,,PRUNED
357,357,30.402132034301758,2022-12-25 03:26:52.063487,2022-12-25 03:27:07.158401,0 days 00:00:15.094914,relu,0.30000000000000004,2,0.75,30.402132034301758,,,,PRUNED
358,358,8.523270606994629,2022-12-25 03:27:07.253852,2022-12-25 03:27:42.906243,0 days 00:00:35.652391,relu,0.35000000000000003,2,0.7,20.23113441467285,8.523270606994629,,,PRUNED
359,359,82.09622192382812,2022-12-25 03:27:43.001294,2022-12-25 03:27:51.422088,0 days 00:00:08.420794,tanh,0.35000000000000003,2,0.6,82.09622192382812,,,,PRUNED
360,360,11.851149559020996,2022-12-25 03:27:51.516410,2022-12-25 03:28:26.886048,0 days 00:00:35.369638,relu,0.15000000000000002,2,0.65,11.851149559020996,,,,PRUNED
361,361,16.678998947143555,2022-12-25 03:28:26.981330,2022-12-25 03:29:02.541662,0 days 00:00:35.560332,tanh,0.15000000000000002,3,0.6,16.678998947143555,,,,PRUNED
362,362,7.183852672576904,2022-12-25 03:29:02.636947,2022-12-25 03:29:37.996895,0 days 00:00:35.359948,relu,0.15000000000000002,2,0.65,18.948165893554688,7.183852672576904,,,PRUNED
363,363,98.5203857421875,2022-12-25 03:29:38.091575,2022-12-25 03:29:46.796620,0 days 00:00:08.705045,relu,0.1,5,0.8,98.5203857421875,,,,PRUNED
364,364,82.04217529296875,2022-12-25 03:29:46.883568,2022-12-25 03:29:55.404294,0 days 00:00:08.520726,relu,0.15000000000000002,2,0.6,82.04217529296875,,,,PRUNED
365,365,7.894675254821777,2022-12-25 03:29:55.498582,2022-12-25 03:30:31.217490,0 days 00:00:35.718908,relu,0.1,2,0.6,18.121307373046875,7.894675254821777,,,PRUNED
366,366,9.425695419311523,2022-12-25 03:30:31.313513,2022-12-25 03:31:06.665527,0 days 00:00:35.352014,tanh,0.2,2,0.6,10.335165977478027,9.425695419311523,,,PRUNED
367,367,87.96620178222656,2022-12-25 03:31:06.760808,2022-12-25 03:31:15.156548,0 days 00:00:08.395740,relu,0.15000000000000002,2,0.6,87.96620178222656,,,,PRUNED
368,368,108.88843536376953,2022-12-25 03:31:15.251858,2022-12-25 03:31:23.680894,0 days 00:00:08.429036,relu,0.15000000000000002,2,0.6,108.88843536376953,,,,PRUNED
369,369,31.89232063293457,2022-12-25 03:31:23.766850,2022-12-25 03:31:39.146384,0 days 00:00:15.379534,sigmoid,0.5,2,0.7,31.89232063293457,,,,PRUNED
370,370,8.76474380493164,2022-12-25 03:31:39.233352,2022-12-25 03:32:14.843152,0 days 00:00:35.609800,relu,0.25,3,0.65,19.991390228271484,8.76474380493164,,,PRUNED
371,371,20.535537719726562,2022-12-25 03:32:14.931114,2022-12-25 03:32:30.000840,0 days 00:00:15.069726,relu,0.1,2,0.7,20.535537719726562,,,,PRUNED
372,372,8.035383224487305,2022-12-25 03:32:30.087794,2022-12-25 03:33:05.398141,0 days 00:00:35.310347,relu,0.35000000000000003,2,0.6,17.7266902923584,8.035383224487305,,,PRUNED
373,373,8.63405990600586,2022-12-25 03:33:05.484298,2022-12-25 03:33:41.153745,0 days 00:00:35.669447,sigmoid,0.4,2,0.6,13.138067245483398,8.63405990600586,,,PRUNED
374,374,4.510293483734131,2022-12-25 03:33:41.239696,2022-12-25 03:35:16.845979,0 days 00:01:35.606283,relu,0.2,2,0.7,6.649139881134033,4.510293483734131,,,PRUNED
375,375,8.734718322753906,2022-12-25 03:35:16.932399,2022-12-25 03:35:52.093491,0 days 00:00:35.161092,relu,0.2,2,0.65,8.734718322753906,,,,PRUNED
376,376,8.464701652526855,2022-12-25 03:35:52.189461,2022-12-25 03:36:27.424404,0 days 00:00:35.234943,relu,0.30000000000000004,2,0.65,8.464701652526855,,,,PRUNED
377,377,18.387773513793945,2022-12-25 03:36:27.517679,2022-12-25 03:37:03.479984,0 days 00:00:35.962305,relu,0.35000000000000003,4,0.75,20.140993118286133,18.387773513793945,,,PRUNED
378,378,19.449506759643555,2022-12-25 03:37:03.574344,2022-12-25 03:37:38.802299,0 days 00:00:35.227955,relu,0.45,2,0.65,19.449506759643555,,,,PRUNED
379,379,20.713592529296875,2022-12-25 03:37:38.897752,2022-12-25 03:37:54.109453,0 days 00:00:15.211701,relu,0.4,3,0.7,20.713592529296875,,,,PRUNED
380,380,8.355528831481934,2022-12-25 03:37:54.204739,2022-12-25 03:38:29.615119,0 days 00:00:35.410380,relu,0.30000000000000004,2,0.7,17.549741744995117,8.355528831481934,,,PRUNED
381,381,97.38058471679688,2022-12-25 03:38:29.717694,2022-12-25 03:38:38.155498,0 days 00:00:08.437804,relu,0.15000000000000002,2,0.6,97.38058471679688,,,,PRUNED
382,382,89.98968505859375,2022-12-25 03:38:38.250382,2022-12-25 03:38:46.605459,0 days 00:00:08.355077,relu,0.2,2,0.6,89.98968505859375,,,,PRUNED
383,383,20.73222541809082,2022-12-25 03:38:46.691401,2022-12-25 03:39:01.829291,0 days 00:00:15.137890,relu,0.15000000000000002,2,0.6,47.664554595947266,20.73222541809082,,,PRUNED
384,384,10.65090274810791,2022-12-25 03:39:01.924573,2022-12-25 03:39:37.251592,0 days 00:00:35.327019,relu,0.15000000000000002,2,0.6,10.65090274810791,,,,PRUNED
385,385,8.648506164550781,2022-12-25 03:39:37.337546,2022-12-25 03:40:12.882200,0 days 00:00:35.544654,relu,0.30000000000000004,3,0.65,19.377622604370117,8.648506164550781,,,PRUNED
386,386,94.06055450439453,2022-12-25 03:40:12.968760,2022-12-25 03:40:21.298239,0 days 00:00:08.329479,relu,0.30000000000000004,2,0.6,94.06055450439453,,,,PRUNED
387,387,11.29658031463623,2022-12-25 03:40:21.384272,2022-12-25 03:40:56.662247,0 days 00:00:35.277975,relu,0.35000000000000003,2,0.7,18.00044822692871,11.29658031463623,,,PRUNED
388,388,24.061115264892578,2022-12-25 03:40:56.757968,2022-12-25 03:41:12.349494,0 days 00:00:15.591526,tanh,0.45,4,0.75,24.061115264892578,,,,PRUNED
389,389,25.227527618408203,2022-12-25 03:41:12.446953,2022-12-25 03:41:27.497947,0 days 00:00:15.050994,relu,0.1,2,0.6,25.227527618408203,,,,PRUNED
390,390,87.30250549316406,2022-12-25 03:41:27.595796,2022-12-25 03:41:35.938869,0 days 00:00:08.343073,sigmoid,0.5,2,0.6,87.30250549316406,,,,PRUNED
391,391,6.164652347564697,2022-12-25 03:41:36.029487,2022-12-25 03:42:11.410983,0 days 00:00:35.381496,relu,0.2,2,0.65,60.15418243408203,12.884922981262207,6.164652347564697,,PRUNED
392,392,11.705362319946289,2022-12-25 03:42:11.501790,2022-12-25 03:42:47.308256,0 days 00:00:35.806466,relu,0.1,3,0.7,11.705362319946289,,,,PRUNED
393,393,1.3490307331085205,2022-12-25 03:42:47.414725,2022-12-25 03:44:23.672824,0 days 00:01:36.258099,relu,0.4,2,0.6,14.249085426330566,5.236761093139648,3.832900285720825,,COMPLETE
394,394,30.903921127319336,2022-12-25 03:44:23.783885,2022-12-25 03:44:38.791411,0 days 00:00:15.007526,relu,0.4,2,0.6,30.903921127319336,,,,PRUNED
395,395,91.1218032836914,2022-12-25 03:44:38.890518,2022-12-25 03:44:47.224111,0 days 00:00:08.333593,relu,0.2,2,0.65,91.1218032836914,,,,PRUNED
396,396,5.052793979644775,2022-12-25 03:44:47.305319,2022-12-25 03:46:23.125121,0 days 00:01:35.819802,tanh,0.5,2,0.85,6.816389560699463,5.052793979644775,,,PRUNED
397,397,20.257720947265625,2022-12-25 03:46:23.215328,2022-12-25 03:46:38.223967,0 days 00:00:15.008639,sigmoid,0.5,2,0.6,20.257720947265625,,,,PRUNED
398,398,8.325039863586426,2022-12-25 03:46:38.297672,2022-12-25 03:47:10.890840,0 days 00:00:32.593168,relu,0.35000000000000003,7,0.65,,,,,COMPLETE
399,399,1.4267750978469849,2022-12-25 03:47:10.975807,2022-12-25 03:48:33.216894,0 days 00:01:22.241087,tanh,0.25,2,0.6,6.121756553649902,,,,COMPLETE
400,400,29.138885498046875,2022-12-25 03:48:33.304821,2022-12-25 03:48:48.605687,0 days 00:00:15.300866,relu,0.2,2,0.65,68.0830078125,29.138885498046875,,,PRUNED
401,401,20.812088012695312,2022-12-25 03:48:48.680207,2022-12-25 03:49:03.721204,0 days 00:00:15.040997,relu,0.4,2,0.6,20.812088012695312,,,,PRUNED
402,402,78.5960922241211,2022-12-25 03:49:03.803697,2022-12-25 03:49:12.112232,0 days 00:00:08.308535,relu,0.15000000000000002,2,0.65,78.5960922241211,,,,PRUNED
403,403,6.393519878387451,2022-12-25 03:49:12.186442,2022-12-25 03:49:47.651186,0 days 00:00:35.464744,relu,0.2,2,0.7,55.39839553833008,14.748688697814941,6.393519878387451,,PRUNED
404,404,20.469160079956055,2022-12-25 03:49:47.733178,2022-12-25 03:50:02.783364,0 days 00:00:15.050186,relu,0.45,2,0.6,20.469160079956055,,,,PRUNED
405,405,7.495861053466797,2022-12-25 03:50:02.865116,2022-12-25 03:50:38.097336,0 days 00:00:35.232220,relu,0.35000000000000003,2,0.65,18.413053512573242,7.495861053466797,,,PRUNED
406,406,10.561009407043457,2022-12-25 03:50:38.180331,2022-12-25 03:51:13.461303,0 days 00:00:35.280972,tanh,0.25,3,0.6,10.561009407043457,,,,PRUNED
407,407,72.81012725830078,2022-12-25 03:51:13.544173,2022-12-25 03:51:22.168435,0 days 00:00:08.624262,relu,0.2,2,0.7,72.81012725830078,,,,PRUNED
408,408,8.55905532836914,2022-12-25 03:51:22.235159,2022-12-25 03:51:57.374192,0 days 00:00:35.139033,tanh,0.2,2,0.6,8.55905532836914,,,,PRUNED
409,409,4.437355995178223,2022-12-25 03:51:57.447702,2022-12-25 03:53:33.108555,0 days 00:01:35.660853,tanh,0.30000000000000004,2,0.65,6.70171594619751,4.437355995178223,,,PRUNED
410,410,1.5212050676345825,2022-12-25 03:53:33.181175,2022-12-25 03:54:45.493834,0 days 00:01:12.312659,relu,0.2,2,0.7,49.04163360595703,15.220026016235352,5.408137798309326,,COMPLETE
411,411,1.4641087055206299,2022-12-25 03:54:45.618862,2022-12-25 03:55:57.995623,0 days 00:01:12.376761,relu,0.45,2,0.7,13.548457145690918,5.577337265014648,,,COMPLETE
412,412,9.088691711425781,2022-12-25 03:55:58.076667,2022-12-25 03:56:33.778537,0 days 00:00:35.701870,relu,0.2,2,0.65,36.412818908691406,14.389643669128418,9.088691711425781,,PRUNED
413,413,85.13880920410156,2022-12-25 03:56:33.859384,2022-12-25 03:56:42.202891,0 days 00:00:08.343507,relu,0.2,2,0.7,85.13880920410156,,,,PRUNED
414,414,104.47643280029297,2022-12-25 03:56:42.276409,2022-12-25 03:56:50.627251,0 days 00:00:08.350842,relu,0.2,2,0.75,104.47643280029297,,,,PRUNED
415,415,6.529886722564697,2022-12-25 03:56:50.700520,2022-12-25 03:57:26.264929,0 days 00:00:35.564409,relu,0.45,2,0.6,18.154342651367188,6.529886722564697,,,PRUNED
416,416,17.415552139282227,2022-12-25 03:57:26.332386,2022-12-25 03:57:41.473374,0 days 00:00:15.140988,tanh,0.2,2,0.8,62.118289947509766,17.415552139282227,,,PRUNED
417,417,89.03155517578125,2022-12-25 03:57:41.547509,2022-12-25 03:57:50.447683,0 days 00:00:08.900174,relu,0.2,6,1.0,89.03155517578125,,,,PRUNED
418,418,1.3524996042251587,2022-12-25 03:57:50.529535,2022-12-25 03:59:09.993030,0 days 00:01:19.463495,tanh,0.25,2,0.6,5.98430061340332,,,,COMPLETE
419,419,91.64756774902344,2022-12-25 03:59:10.164283,2022-12-25 03:59:18.582743,0 days 00:00:08.418460,relu,0.2,2,0.75,91.64756774902344,,,,PRUNED
420,420,7.493546962738037,2022-12-25 03:59:18.662411,2022-12-25 03:59:53.904940,0 days 00:00:35.242529,tanh,0.25,2,0.6,7.493546962738037,,,,PRUNED
421,421,17.156042098999023,2022-12-25 03:59:53.979455,2022-12-25 04:00:09.228001,0 days 00:00:15.248546,relu,0.25,2,0.65,53.78252029418945,17.156042098999023,,,PRUNED
422,422,49.13755416870117,2022-12-25 04:00:09.316326,2022-12-25 04:00:24.719250,0 days 00:00:15.402924,relu,0.25,2,0.7,58.298919677734375,49.13755416870117,,,PRUNED
423,423,22.71935272216797,2022-12-25 04:00:24.802675,2022-12-25 04:00:39.850489,0 days 00:00:15.047814,relu,0.5,2,0.6,22.71935272216797,,,,PRUNED
424,424,96.52738952636719,2022-12-25 04:00:39.934511,2022-12-25 04:00:48.550766,0 days 00:00:08.616255,relu,0.25,4,0.7,96.52738952636719,,,,PRUNED
425,425,78.80294799804688,2022-12-25 04:00:48.625283,2022-12-25 04:00:56.974581,0 days 00:00:08.349298,relu,0.2,2,0.7,78.80294799804688,,,,PRUNED
426,426,26.858129501342773,2022-12-25 04:00:57.040243,2022-12-25 04:01:12.477460,0 days 00:00:15.437217,relu,0.30000000000000004,2,0.7,35.166133880615234,26.858129501342773,,,PRUNED
427,427,1.3895599842071533,2022-12-25 04:01:12.556793,2022-12-25 04:02:55.047140,0 days 00:01:42.490347,relu,0.0,2,0.7,68.41643524169922,11.948442459106445,5.112365245819092,4.077564716339111,COMPLETE
428,428,72.74327087402344,2022-12-25 04:02:55.146313,2022-12-25 04:03:03.460996,0 days 00:00:08.314683,relu,0.0,2,0.65,72.74327087402344,,,,PRUNED
429,429,198.5778350830078,2022-12-25 04:03:03.531141,2022-12-25 04:03:12.460302,0 days 00:00:08.929161,sigmoid,0.05,7,0.6,198.5778350830078,,,,PRUNED
430,430,31.060447692871094,2022-12-25 04:03:12.544496,2022-12-25 04:03:27.550833,0 days 00:00:15.006337,relu,0.4,2,0.7,31.060447692871094,,,,PRUNED
431,431,40.12342071533203,2022-12-25 04:03:27.628821,2022-12-25 04:04:03.214770,0 days 00:00:35.585949,tanh,0.2,5,0.6,40.12342071533203,,,,PRUNED
432,432,8.404091835021973,2022-12-25 04:04:03.298909,2022-12-25 04:04:32.627048,0 days 00:00:29.328139,tanh,0.25,8,0.6,,,,,COMPLETE
