,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
795,795,8.275910377502441,2022-12-25 06:57:32.309646,2022-12-25 06:58:07.864850,0 days 00:00:35.555204,tanh,0.45,3,0.65,8.275910377502441,,,,PRUNED
796,796,22.5015869140625,2022-12-25 06:58:07.948595,2022-12-25 06:58:43.337143,0 days 00:00:35.388548,relu,0.15000000000000002,2,0.8,42.682125091552734,11.570813179016113,22.5015869140625,,PRUNED
797,797,7.577568054199219,2022-12-25 06:58:43.421885,2022-12-25 06:59:18.701114,0 days 00:00:35.279229,sigmoid,0.25,2,0.6,7.577568054199219,,,,PRUNED
798,798,1.3282828330993652,2022-12-25 06:59:18.784855,2022-12-25 07:01:25.475974,0 days 00:02:06.691119,relu,0.1,2,0.6,11.074911117553711,5.0287652015686035,3.661743640899658,,COMPLETE
799,799,118.54657745361328,2022-12-25 07:01:25.562190,2022-12-25 07:01:34.099111,0 days 00:00:08.536921,relu,0.5,2,0.6,118.54657745361328,,,,PRUNED
800,800,95.33585357666016,2022-12-25 07:01:34.174522,2022-12-25 07:01:42.740554,0 days 00:00:08.566032,relu,0.2,2,0.7,95.33585357666016,,,,PRUNED
801,801,7.892118453979492,2022-12-25 07:01:42.823865,2022-12-25 07:02:18.512391,0 days 00:00:35.688526,sigmoid,0.25,2,0.6,7.892118453979492,,,,PRUNED
802,802,39.03696823120117,2022-12-25 07:02:18.586823,2022-12-25 07:02:33.902882,0 days 00:00:15.316059,relu,0.1,2,0.65,48.977020263671875,39.03696823120117,,,PRUNED
803,803,89.06890869140625,2022-12-25 07:02:33.979245,2022-12-25 07:02:42.545045,0 days 00:00:08.565800,tanh,0.05,2,0.6,89.06890869140625,,,,PRUNED
804,804,8.477838516235352,2022-12-25 07:02:42.646305,2022-12-25 07:03:18.066180,0 days 00:00:35.419875,relu,0.1,2,0.7,18.216106414794922,8.477838516235352,,,PRUNED
805,805,122.09426879882812,2022-12-25 07:03:18.150153,2022-12-25 07:03:27.198817,0 days 00:00:09.048664,relu,0.1,5,1.0,122.09426879882812,,,,PRUNED
806,806,91.60206604003906,2022-12-25 07:03:27.282563,2022-12-25 07:03:35.856923,0 days 00:00:08.574360,relu,0.2,3,0.6,91.60206604003906,,,,PRUNED
807,807,112.25042724609375,2022-12-25 07:03:35.965229,2022-12-25 07:03:44.348507,0 days 00:00:08.383278,relu,0.25,2,0.6,112.25042724609375,,,,PRUNED
808,808,1.4835246801376343,2022-12-25 07:03:44.432253,2022-12-25 07:05:14.110522,0 days 00:01:29.678269,sigmoid,0.4,2,0.6,5.377350330352783,,,,COMPLETE
809,809,7.145074844360352,2022-12-25 07:05:14.203092,2022-12-25 07:05:49.737936,0 days 00:00:35.534844,relu,0.5,2,0.7,54.01567840576172,12.541397094726562,7.145074844360352,,PRUNED
810,810,121.05992889404297,2022-12-25 07:05:49.813778,2022-12-25 07:05:58.237291,0 days 00:00:08.423513,relu,0.1,2,0.6,121.05992889404297,,,,PRUNED
811,811,90.1458511352539,2022-12-25 07:05:58.312412,2022-12-25 07:06:06.944956,0 days 00:00:08.632544,relu,0.15000000000000002,2,0.65,90.1458511352539,,,,PRUNED
812,812,15.332053184509277,2022-12-25 07:06:07.036031,2022-12-25 07:06:42.443333,0 days 00:00:35.407302,sigmoid,0.4,2,0.6,15.332053184509277,,,,PRUNED
813,813,21.105070114135742,2022-12-25 07:06:42.525997,2022-12-25 07:06:57.627614,0 days 00:00:15.101617,relu,0.1,2,0.9,21.105070114135742,,,,PRUNED
814,814,28.23360824584961,2022-12-25 07:06:57.708172,2022-12-25 07:07:12.875550,0 days 00:00:15.167378,tanh,0.1,2,0.6,28.23360824584961,,,,PRUNED
815,815,92.23331451416016,2022-12-25 07:07:12.955109,2022-12-25 07:07:21.758666,0 days 00:00:08.803557,relu,0.05,2,0.6,92.23331451416016,,,,PRUNED
816,816,4.383676052093506,2022-12-25 07:07:21.840089,2022-12-25 07:08:58.109646,0 days 00:01:36.269557,relu,0.1,2,0.6,9.842451095581055,5.791732311248779,4.383676052093506,,PRUNED
817,817,75.26551818847656,2022-12-25 07:08:58.191009,2022-12-25 07:09:06.692174,0 days 00:00:08.501165,relu,0.35000000000000003,2,0.65,75.26551818847656,,,,PRUNED
818,818,1.5910378694534302,2022-12-25 07:09:06.780688,2022-12-25 07:10:19.698260,0 days 00:01:12.917572,relu,0.2,2,0.6,46.13019561767578,11.170903205871582,5.7641706466674805,,COMPLETE
819,819,6.694498062133789,2022-12-25 07:10:19.787965,2022-12-25 07:10:55.950751,0 days 00:00:36.162786,relu,0.2,2,0.6,51.40108108520508,10.936685562133789,6.694498062133789,,PRUNED
820,820,120.17337799072266,2022-12-25 07:10:56.039977,2022-12-25 07:11:04.599985,0 days 00:00:08.560008,relu,0.2,2,0.6,120.17337799072266,,,,PRUNED
821,821,4.019175052642822,2022-12-25 07:11:04.689320,2022-12-25 07:12:40.900979,0 days 00:01:36.211659,relu,0.05,2,0.6,14.721283912658691,4.96509313583374,4.019175052642822,,PRUNED
822,822,10.857172012329102,2022-12-25 07:12:40.981212,2022-12-25 07:13:16.389718,0 days 00:00:35.408506,sigmoid,0.35000000000000003,2,0.75,10.857172012329102,,,,PRUNED
823,823,1.7138389348983765,2022-12-25 07:13:16.470843,2022-12-25 07:14:22.755717,0 days 00:01:06.284874,sigmoid,0.4,2,0.7,10.683926582336426,6.137646675109863,,,COMPLETE
824,824,6.9877495765686035,2022-12-25 07:14:22.854890,2022-12-25 07:14:58.482149,0 days 00:00:35.627259,relu,0.2,2,0.6,61.0299186706543,12.55661678314209,6.9877495765686035,,PRUNED
825,825,11.723941802978516,2022-12-25 07:14:58.563151,2022-12-25 07:15:34.112226,0 days 00:00:35.549075,relu,0.4,2,0.6,11.723941802978516,,,,PRUNED
826,826,20.685550689697266,2022-12-25 07:15:34.194763,2022-12-25 07:15:49.402976,0 days 00:00:15.208213,relu,0.45,2,0.6,20.685550689697266,,,,PRUNED
827,827,82.39366149902344,2022-12-25 07:15:49.484261,2022-12-25 07:15:58.327592,0 days 00:00:08.843331,relu,0.2,2,0.6,82.39366149902344,,,,PRUNED
828,828,88.81751251220703,2022-12-25 07:15:58.425247,2022-12-25 07:16:07.026852,0 days 00:00:08.601605,sigmoid,0.2,2,0.6,88.81751251220703,,,,PRUNED
829,829,1.7298837900161743,2022-12-25 07:16:07.116246,2022-12-25 07:17:33.192185,0 days 00:01:26.075939,sigmoid,0.35000000000000003,2,0.65,6.573171138763428,,,,COMPLETE
830,830,109.99755096435547,2022-12-25 07:17:33.297685,2022-12-25 07:17:41.994980,0 days 00:00:08.697295,relu,0.2,2,0.6,109.99755096435547,,,,PRUNED
831,831,1.3661596775054932,2022-12-25 07:17:42.100696,2022-12-25 07:19:18.450046,0 days 00:01:36.349350,relu,0.2,2,0.6,33.51982879638672,11.05500316619873,5.303014278411865,4.069602966308594,COMPLETE
832,832,90.4771499633789,2022-12-25 07:19:18.555316,2022-12-25 07:19:27.286634,0 days 00:00:08.731318,relu,0.2,3,0.6,90.4771499633789,,,,PRUNED
833,833,7.066645622253418,2022-12-25 07:19:27.394671,2022-12-25 07:20:02.917180,0 days 00:00:35.522509,relu,0.1,2,0.6,18.43037223815918,7.066645622253418,,,PRUNED
834,834,86.19656372070312,2022-12-25 07:20:03.006584,2022-12-25 07:20:11.855868,0 days 00:00:08.849284,relu,0.2,2,0.6,86.19656372070312,,,,PRUNED
835,835,102.37126159667969,2022-12-25 07:20:11.939230,2022-12-25 07:20:20.516576,0 days 00:00:08.577346,relu,0.2,2,0.6,102.37126159667969,,,,PRUNED
836,836,19.274375915527344,2022-12-25 07:20:20.614570,2022-12-25 07:20:35.731406,0 days 00:00:15.116836,tanh,0.1,2,0.65,19.274375915527344,,,,PRUNED
837,837,4.706821918487549,2022-12-25 07:20:35.829473,2022-12-25 07:22:12.390702,0 days 00:01:36.561229,tanh,0.25,2,0.6,63.65568161010742,12.660798072814941,5.7169904708862305,4.706821918487549,PRUNED
838,838,134.2967529296875,2022-12-25 07:22:12.496338,2022-12-25 07:22:20.965050,0 days 00:00:08.468712,sigmoid,0.2,2,0.6,134.2967529296875,,,,PRUNED
839,839,19.172239303588867,2022-12-25 07:22:21.054648,2022-12-25 07:22:36.230549,0 days 00:00:15.175901,sigmoid,0.15000000000000002,2,0.6,19.172239303588867,,,,PRUNED
840,840,7.439863681793213,2022-12-25 07:22:36.337639,2022-12-25 07:23:11.644512,0 days 00:00:35.306873,tanh,0.45,2,0.6,7.439863681793213,,,,PRUNED
841,841,1.592747449874878,2022-12-25 07:23:11.743200,2022-12-25 07:24:24.984750,0 days 00:01:13.241550,relu,0.2,2,0.6,58.293914794921875,14.439757347106934,5.300313472747803,,COMPLETE
842,842,10.896231651306152,2022-12-25 07:24:25.091258,2022-12-25 07:25:00.569535,0 days 00:00:35.478277,relu,0.4,2,0.65,16.59657096862793,10.896231651306152,,,PRUNED
843,843,6.269327163696289,2022-12-25 07:25:00.671217,2022-12-25 07:25:36.183906,0 days 00:00:35.512689,relu,0.1,2,0.7,14.274958610534668,6.269327163696289,,,PRUNED
844,844,24.988380432128906,2022-12-25 07:25:36.282158,2022-12-25 07:25:51.699256,0 days 00:00:15.417098,relu,0.2,2,0.6,38.10820770263672,24.988380432128906,,,PRUNED
845,845,19.481836318969727,2022-12-25 07:25:51.786860,2022-12-25 07:26:07.397770,0 days 00:00:15.610910,relu,0.2,2,0.6,33.41657638549805,19.481836318969727,,,PRUNED
846,846,11.927018165588379,2022-12-25 07:26:07.484661,2022-12-25 07:26:43.028380,0 days 00:00:35.543719,relu,0.2,2,0.6,16.624958038330078,11.927018165588379,,,PRUNED
847,847,19.01622200012207,2022-12-25 07:26:43.115272,2022-12-25 07:26:58.252478,0 days 00:00:15.137206,sigmoid,0.4,2,0.75,19.01622200012207,,,,PRUNED
848,848,6.613690376281738,2022-12-25 07:26:58.348444,2022-12-25 07:27:33.807841,0 days 00:00:35.459397,relu,0.05,2,0.6,15.31656265258789,6.613690376281738,,,PRUNED
849,849,19.45722007751465,2022-12-25 07:27:33.894732,2022-12-25 07:27:49.348320,0 days 00:00:15.453588,tanh,0.30000000000000004,2,0.6,19.45722007751465,,,,PRUNED
850,850,9.479840278625488,2022-12-25 07:27:49.433211,2022-12-25 07:28:24.778962,0 days 00:00:35.345751,relu,0.15000000000000002,2,0.65,9.479840278625488,,,,PRUNED
851,851,21.31847381591797,2022-12-25 07:28:24.857769,2022-12-25 07:28:40.036162,0 days 00:00:15.178393,relu,0.45,2,0.6,21.31847381591797,,,,PRUNED
852,852,100.92861938476562,2022-12-25 07:28:40.124013,2022-12-25 07:28:48.750372,0 days 00:00:08.626359,relu,0.45,2,0.6,100.92861938476562,,,,PRUNED
853,853,82.55533599853516,2022-12-25 07:28:48.838681,2022-12-25 07:28:57.343602,0 days 00:00:08.504921,relu,0.25,2,0.6,82.55533599853516,,,,PRUNED
854,854,11.723618507385254,2022-12-25 07:28:57.447636,2022-12-25 07:29:32.798754,0 days 00:00:35.351118,relu,0.5,2,0.65,18.030593872070312,11.723618507385254,,,PRUNED
855,855,15.509188652038574,2022-12-25 07:29:32.877317,2022-12-25 07:29:48.139249,0 days 00:00:15.261932,relu,0.2,2,0.6,40.94304656982422,15.509188652038574,,,PRUNED
856,856,96.15486145019531,2022-12-25 07:29:48.226141,2022-12-25 07:29:57.021907,0 days 00:00:08.795766,sigmoid,0.2,3,0.6,96.15486145019531,,,,PRUNED
857,857,5.798965930938721,2022-12-25 07:29:57.109708,2022-12-25 07:30:32.827354,0 days 00:00:35.717646,relu,0.15000000000000002,2,0.6,36.75901412963867,10.199145317077637,5.798965930938721,,PRUNED
858,858,104.01602172851562,2022-12-25 07:30:32.906072,2022-12-25 07:30:41.401844,0 days 00:00:08.495772,relu,0.5,2,0.6,104.01602172851562,,,,PRUNED
859,859,15.943852424621582,2022-12-25 07:30:41.489914,2022-12-25 07:30:56.759012,0 days 00:00:15.269098,relu,0.25,2,0.6,56.67542266845703,15.943852424621582,,,PRUNED
860,860,1.7363096475601196,2022-12-25 07:30:56.847915,2022-12-25 07:32:09.787609,0 days 00:01:12.939694,tanh,0.30000000000000004,2,0.6,6.269186973571777,,,,COMPLETE
861,861,8.28724479675293,2022-12-25 07:32:09.889677,2022-12-25 07:32:45.431298,0 days 00:00:35.541621,sigmoid,0.1,2,0.6,16.621585845947266,8.28724479675293,,,PRUNED
862,862,7.259781360626221,2022-12-25 07:32:45.504049,2022-12-25 07:33:20.889790,0 days 00:00:35.385741,relu,0.25,2,0.7,11.598719596862793,7.259781360626221,,,PRUNED
863,863,23.74064064025879,2022-12-25 07:33:20.969237,2022-12-25 07:33:36.380157,0 days 00:00:15.410920,relu,0.15000000000000002,2,0.6,67.40296173095703,23.74064064025879,,,PRUNED
864,864,15.721630096435547,2022-12-25 07:33:36.467495,2022-12-25 07:34:12.374662,0 days 00:00:35.907167,relu,0.2,2,0.6,54.93685531616211,11.63224983215332,15.721630096435547,,PRUNED
865,865,1.3401397466659546,2022-12-25 07:34:12.447486,2022-12-25 07:35:48.950465,0 days 00:01:36.502979,relu,0.35000000000000003,2,0.6,11.319497108459473,4.527616500854492,3.737980604171753,,COMPLETE
866,866,89.34161376953125,2022-12-25 07:35:49.039737,2022-12-25 07:35:57.475665,0 days 00:00:08.435928,relu,0.5,2,0.6,89.34161376953125,,,,PRUNED
867,867,84.28765869140625,2022-12-25 07:35:57.564615,2022-12-25 07:36:05.968741,0 days 00:00:08.404126,sigmoid,0.4,2,0.95,84.28765869140625,,,,PRUNED
868,868,20.95155906677246,2022-12-25 07:36:06.056275,2022-12-25 07:36:21.481488,0 days 00:00:15.425213,relu,0.4,2,0.6,20.95155906677246,,,,PRUNED
869,869,6.250413417816162,2022-12-25 07:36:21.571196,2022-12-25 07:36:57.044443,0 days 00:00:35.473247,relu,0.35000000000000003,2,0.6,18.021371841430664,6.250413417816162,,,PRUNED
870,870,191.96934509277344,2022-12-25 07:36:57.136072,2022-12-25 07:37:06.169652,0 days 00:00:09.033580,relu,0.2,8,0.6,191.96934509277344,,,,PRUNED
871,871,110.3091812133789,2022-12-25 07:37:06.261375,2022-12-25 07:37:14.976640,0 days 00:00:08.715265,relu,0.35000000000000003,2,0.6,110.3091812133789,,,,PRUNED
872,872,6.489675998687744,2022-12-25 07:37:15.051369,2022-12-25 07:37:50.431851,0 days 00:00:35.380482,relu,0.1,2,0.6,17.28194236755371,6.489675998687744,,,PRUNED
873,873,99.88641357421875,2022-12-25 07:37:50.522663,2022-12-25 07:37:59.014944,0 days 00:00:08.492281,relu,0.15000000000000002,2,0.6,99.88641357421875,,,,PRUNED
874,874,138.08143615722656,2022-12-25 07:37:59.106335,2022-12-25 07:38:07.789274,0 days 00:00:08.682939,relu,0.05,4,0.6,138.08143615722656,,,,PRUNED
875,875,6.415787220001221,2022-12-25 07:38:07.882000,2022-12-25 07:38:43.786524,0 days 00:00:35.904524,relu,0.2,2,0.6,49.601478576660156,12.679393768310547,6.415787220001221,,PRUNED
876,876,6.112695217132568,2022-12-25 07:38:43.876919,2022-12-25 07:39:19.408810,0 days 00:00:35.531891,sigmoid,0.25,2,0.6,31.332727432250977,11.95405101776123,6.112695217132568,,PRUNED
877,877,38.131221771240234,2022-12-25 07:39:19.499200,2022-12-25 07:39:34.774447,0 days 00:00:15.275247,relu,0.4,2,0.6,38.131221771240234,,,,PRUNED
878,878,25.86325454711914,2022-12-25 07:39:34.866700,2022-12-25 07:39:50.356442,0 days 00:00:15.489742,relu,0.15000000000000002,2,0.6,25.86325454711914,,,,PRUNED
879,879,6.8704328536987305,2022-12-25 07:39:50.447836,2022-12-25 07:40:26.012051,0 days 00:00:35.564215,relu,0.35000000000000003,2,0.6,14.097164154052734,6.8704328536987305,,,PRUNED
880,880,36.43032455444336,2022-12-25 07:40:26.101954,2022-12-25 07:40:41.560865,0 days 00:00:15.458911,relu,0.2,3,0.9,64.3147201538086,36.43032455444336,,,PRUNED
881,881,5.890721797943115,2022-12-25 07:40:41.651258,2022-12-25 07:41:17.166479,0 days 00:00:35.515221,relu,0.15000000000000002,2,0.6,45.83662414550781,12.34673023223877,5.890721797943115,,PRUNED
882,882,1.5693597793579102,2022-12-25 07:41:17.256872,2022-12-25 07:42:23.517487,0 days 00:01:06.260615,tanh,0.30000000000000004,2,0.6,13.795600891113281,5.86028528213501,,,COMPLETE
883,883,19.18822479248047,2022-12-25 07:42:23.613823,2022-12-25 07:42:38.935011,0 days 00:00:15.321188,relu,0.0,2,0.6,63.57182693481445,19.18822479248047,,,PRUNED
884,884,1.4948499202728271,2022-12-25 07:42:39.018297,2022-12-25 07:44:01.864818,0 days 00:01:22.846521,tanh,0.05,2,0.6,62.19110107421875,12.817281723022461,5.5405707359313965,,COMPLETE
885,885,32.065425872802734,2022-12-25 07:44:01.967651,2022-12-25 07:44:17.336045,0 days 00:00:15.368394,tanh,0.05,2,0.6,36.34202575683594,32.065425872802734,,,PRUNED
886,886,126.18278503417969,2022-12-25 07:44:17.418121,2022-12-25 07:44:25.802073,0 days 00:00:08.383952,tanh,0.05,2,0.6,126.18278503417969,,,,PRUNED
887,887,28.489389419555664,2022-12-25 07:44:25.892214,2022-12-25 07:45:01.698948,0 days 00:00:35.806734,sigmoid,0.25,4,0.6,28.489389419555664,,,,PRUNED
888,888,41.99321746826172,2022-12-25 07:45:01.773750,2022-12-25 07:45:16.856509,0 days 00:00:15.082759,relu,0.45,2,0.75,41.99321746826172,,,,PRUNED
889,889,22.60324478149414,2022-12-25 07:45:16.931244,2022-12-25 07:45:32.430326,0 days 00:00:15.499082,relu,0.1,2,0.6,22.60324478149414,,,,PRUNED
890,890,23.984678268432617,2022-12-25 07:45:32.505049,2022-12-25 07:45:47.770821,0 days 00:00:15.265772,tanh,0.05,2,0.6,65.71036529541016,23.984678268432617,,,PRUNED
891,891,1.647180438041687,2022-12-25 07:45:47.863217,2022-12-25 07:47:00.304687,0 days 00:01:12.441470,sigmoid,0.4,2,0.6,6.446957588195801,,,,COMPLETE
892,892,21.37938690185547,2022-12-25 07:47:00.400944,2022-12-25 07:47:15.822431,0 days 00:00:15.421487,sigmoid,0.05,2,0.6,41.59642028808594,21.37938690185547,,,PRUNED
893,893,89.95951080322266,2022-12-25 07:47:15.912819,2022-12-25 07:47:24.296849,0 days 00:00:08.384030,tanh,0.05,2,0.6,89.95951080322266,,,,PRUNED
894,894,130.01971435546875,2022-12-25 07:47:24.370505,2022-12-25 07:47:32.746141,0 days 00:00:08.375636,sigmoid,0.05,2,0.8,130.01971435546875,,,,PRUNED
895,895,6.704768657684326,2022-12-25 07:47:32.836534,2022-12-25 07:48:08.360080,0 days 00:00:35.523546,tanh,0.25,2,0.65,46.377132415771484,12.903759956359863,6.704768657684326,,PRUNED
896,896,14.508241653442383,2022-12-25 07:48:08.433819,2022-12-25 07:48:23.933673,0 days 00:00:15.499854,tanh,0.0,2,0.85,48.246002197265625,14.508241653442383,,,PRUNED
897,897,1.6614679098129272,2022-12-25 07:48:24.015952,2022-12-25 07:49:29.957924,0 days 00:01:05.941972,tanh,0.5,2,0.6,56.85205078125,9.047657012939453,5.709397792816162,,COMPLETE
898,898,23.47382354736328,2022-12-25 07:49:30.055787,2022-12-25 07:49:45.177694,0 days 00:00:15.121907,relu,0.4,2,0.6,23.47382354736328,,,,PRUNED
899,899,6.817982196807861,2022-12-25 07:49:45.251423,2022-12-25 07:50:20.574993,0 days 00:00:35.323570,relu,0.35000000000000003,2,0.7,15.315655708312988,6.817982196807861,,,PRUNED
900,900,11.421548843383789,2022-12-25 07:50:20.649764,2022-12-25 07:50:56.405263,0 days 00:00:35.755499,sigmoid,0.5,2,0.6,11.421548843383789,,,,PRUNED
901,901,28.671689987182617,2022-12-25 07:50:56.482397,2022-12-25 07:51:11.712755,0 days 00:00:15.230358,tanh,0.5,2,0.6,52.38951110839844,28.671689987182617,,,PRUNED
902,902,1.303696632385254,2022-12-25 07:51:11.788960,2022-12-25 07:52:54.798292,0 days 00:01:43.009332,tanh,0.1,2,0.6,10.873517036437988,5.8092803955078125,3.787898540496826,,COMPLETE
903,903,14.588645935058594,2022-12-25 07:52:54.904393,2022-12-25 07:53:10.378690,0 days 00:00:15.474297,tanh,0.45,2,0.6,38.16825485229492,14.588645935058594,,,PRUNED
904,904,123.40237426757812,2022-12-25 07:53:10.471826,2022-12-25 07:53:18.844817,0 days 00:00:08.372991,tanh,0.5,2,0.6,123.40237426757812,,,,PRUNED
905,905,96.56632995605469,2022-12-25 07:53:18.921880,2022-12-25 07:53:27.410725,0 days 00:00:08.488845,tanh,0.5,3,0.6,96.56632995605469,,,,PRUNED
906,906,9.888846397399902,2022-12-25 07:53:27.520223,2022-12-25 07:54:02.840939,0 days 00:00:35.320716,sigmoid,0.30000000000000004,2,0.65,9.888846397399902,,,,PRUNED
907,907,18.699066162109375,2022-12-25 07:54:02.918522,2022-12-25 07:54:18.582455,0 days 00:00:15.663933,tanh,0.05,2,0.6,18.699066162109375,,,,PRUNED
908,908,4.3099870681762695,2022-12-25 07:54:18.666376,2022-12-25 07:55:54.741148,0 days 00:01:36.074772,sigmoid,0.2,2,0.6,6.645103454589844,4.3099870681762695,,,PRUNED
909,909,90.123046875,2022-12-25 07:55:54.823475,2022-12-25 07:56:03.315490,0 days 00:00:08.492015,tanh,0.05,2,0.9,90.123046875,,,,PRUNED
910,910,97.13693237304688,2022-12-25 07:56:03.409321,2022-12-25 07:56:11.840841,0 days 00:00:08.431520,tanh,0.5,2,1.0,97.13693237304688,,,,PRUNED
911,911,115.59515380859375,2022-12-25 07:56:11.938763,2022-12-25 07:56:20.714166,0 days 00:00:08.775403,tanh,0.5,2,0.6,115.59515380859375,,,,PRUNED
912,912,1.5552000999450684,2022-12-25 07:56:20.789858,2022-12-25 07:57:33.393613,0 days 00:01:12.603755,tanh,0.5,2,0.6,40.66815185546875,9.65819263458252,5.584826469421387,,COMPLETE
913,913,4.226620674133301,2022-12-25 07:57:33.504245,2022-12-25 07:59:09.477034,0 days 00:01:35.972789,tanh,0.35000000000000003,2,0.6,12.305929183959961,5.484086036682129,4.226620674133301,,PRUNED
914,914,41.01356887817383,2022-12-25 07:59:09.570107,2022-12-25 07:59:25.183410,0 days 00:00:15.613303,tanh,0.35000000000000003,6,0.6,41.01356887817383,,,,PRUNED
915,915,77.21118927001953,2022-12-25 07:59:25.277241,2022-12-25 07:59:34.082737,0 days 00:00:08.805496,tanh,0.5,2,0.65,77.21118927001953,,,,PRUNED
916,916,16.59071922302246,2022-12-25 07:59:34.158897,2022-12-25 07:59:49.590526,0 days 00:00:15.431629,tanh,0.5,2,0.6,31.64557456970215,16.59071922302246,,,PRUNED
917,917,6.959875583648682,2022-12-25 07:59:49.681703,2022-12-25 08:00:25.353822,0 days 00:00:35.672119,tanh,0.5,2,0.6,42.375606536865234,13.469893455505371,6.959875583648682,,PRUNED
918,918,58.23785400390625,2022-12-25 08:00:25.431062,2022-12-25 08:00:40.872787,0 days 00:00:15.441725,tanh,0.5,2,0.6,36.67815017700195,58.23785400390625,,,PRUNED
919,919,117.98632049560547,2022-12-25 08:00:40.962138,2022-12-25 08:00:49.688910,0 days 00:00:08.726772,tanh,0.5,4,0.6,117.98632049560547,,,,PRUNED
920,920,1.401572585105896,2022-12-25 08:00:49.770794,2022-12-25 08:02:12.343989,0 days 00:01:22.573195,tanh,0.25,2,0.65,6.160513401031494,,,,COMPLETE
921,921,70.16329193115234,2022-12-25 08:02:12.444155,2022-12-25 08:02:20.881838,0 days 00:00:08.437683,tanh,0.5,2,0.6,70.16329193115234,,,,PRUNED
922,922,18.96222686767578,2022-12-25 08:02:20.971958,2022-12-25 08:02:56.729089,0 days 00:00:35.757131,tanh,0.45,2,0.65,18.96222686767578,,,,PRUNED
923,923,4.428642272949219,2022-12-25 08:02:56.810221,2022-12-25 08:04:33.138394,0 days 00:01:36.328173,tanh,0.5,2,0.6,39.59437561035156,14.454788208007812,5.416748523712158,4.428642272949219,PRUNED
924,924,16.544893264770508,2022-12-25 08:04:33.220411,2022-12-25 08:04:48.487475,0 days 00:00:15.267064,tanh,0.5,2,0.65,54.33386993408203,16.544893264770508,,,PRUNED
925,925,28.403284072875977,2022-12-25 08:04:48.569216,2022-12-25 08:05:03.894961,0 days 00:00:15.325745,tanh,0.4,2,0.6,28.403284072875977,,,,PRUNED
926,926,16.821252822875977,2022-12-25 08:05:03.975403,2022-12-25 08:05:19.368202,0 days 00:00:15.392799,tanh,0.5,2,0.6,57.60908126831055,16.821252822875977,,,PRUNED
927,927,121.66922760009766,2022-12-25 08:05:19.449199,2022-12-25 08:05:28.234573,0 days 00:00:08.785374,tanh,0.5,5,0.6,121.66922760009766,,,,PRUNED
928,928,8.954082489013672,2022-12-25 08:05:28.324540,2022-12-25 08:06:03.964794,0 days 00:00:35.640254,tanh,0.45,2,0.6,41.320926666259766,13.487100601196289,8.954082489013672,,PRUNED
929,929,16.21820640563965,2022-12-25 08:06:04.044906,2022-12-25 08:06:19.730256,0 days 00:00:15.685350,tanh,0.0,3,0.6,60.36929702758789,16.21820640563965,,,PRUNED
930,930,48.70182418823242,2022-12-25 08:06:19.813264,2022-12-25 08:06:35.103878,0 days 00:00:15.290614,tanh,0.5,2,0.65,46.08469009399414,48.70182418823242,,,PRUNED
931,931,19.00885772705078,2022-12-25 08:06:35.210081,2022-12-25 08:06:50.336254,0 days 00:00:15.126173,tanh,0.45,2,0.6,19.00885772705078,,,,PRUNED
932,932,4.9712114334106445,2022-12-25 08:06:50.417243,2022-12-25 08:08:26.578903,0 days 00:01:36.161660,tanh,0.1,2,0.6,12.23184585571289,6.021260738372803,4.9712114334106445,,PRUNED
933,933,1.6098718643188477,2022-12-25 08:08:26.660903,2022-12-25 08:09:39.783815,0 days 00:01:13.122912,tanh,0.4,2,0.6,14.596980094909668,5.663021564483643,,,COMPLETE
934,934,4.653153896331787,2022-12-25 08:09:39.882985,2022-12-25 08:11:16.074290,0 days 00:01:36.191305,relu,0.1,2,0.7,17.012372970581055,5.89574670791626,4.653153896331787,,PRUNED
935,935,13.508240699768066,2022-12-25 08:11:16.163620,2022-12-25 08:11:51.521580,0 days 00:00:35.357960,tanh,0.30000000000000004,2,0.65,13.508240699768066,,,,PRUNED
936,936,75.31574249267578,2022-12-25 08:11:51.612138,2022-12-25 08:12:00.337850,0 days 00:00:08.725712,sigmoid,0.5,2,0.6,75.31574249267578,,,,PRUNED
937,937,4.850341796875,2022-12-25 08:12:00.435237,2022-12-25 08:13:36.296644,0 days 00:01:35.861407,tanh,0.35000000000000003,2,0.7,5.929954528808594,4.850341796875,,,PRUNED
938,938,1.6027125120162964,2022-12-25 08:13:36.378917,2022-12-25 08:14:59.177190,0 days 00:01:22.798273,relu,0.5,2,0.6,16.46782875061035,5.903233051300049,,,COMPLETE
939,939,18.256311416625977,2022-12-25 08:14:59.284601,2022-12-25 08:15:14.606260,0 days 00:00:15.321659,tanh,0.05,2,0.6,39.89387130737305,18.256311416625977,,,PRUNED
940,940,7.090821266174316,2022-12-25 08:15:14.701157,2022-12-25 08:15:50.370015,0 days 00:00:35.668858,tanh,0.25,2,0.65,7.090821266174316,,,,PRUNED
941,941,72.92504119873047,2022-12-25 08:15:50.451677,2022-12-25 08:15:58.886037,0 days 00:00:08.434360,sigmoid,0.05,2,0.6,72.92504119873047,,,,PRUNED
942,942,109.12857818603516,2022-12-25 08:15:58.967035,2022-12-25 08:16:07.418714,0 days 00:00:08.451679,tanh,0.15000000000000002,2,0.7,109.12857818603516,,,,PRUNED
