,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
100,100,0.9821245074272156,2022-12-28 11:37:45.289004,2022-12-28 11:39:32.705037,0 days 00:01:47.416033,relu,0.30000000000000004,5,0.8,0.9821245074272156,,,PRUNED
101,101,0.9578427076339722,2022-12-28 11:37:50.181452,2022-12-28 11:38:53.567043,0 days 00:01:03.385591,relu,0.15000000000000002,8,0.65,0.9578427076339722,,,PRUNED
102,102,0.9632001519203186,2022-12-28 11:37:54.770622,2022-12-28 11:38:57.882967,0 days 00:01:03.112345,relu,0.15000000000000002,8,0.65,0.9632001519203186,,,PRUNED
103,103,0.9641082286834717,2022-12-28 11:37:57.650237,2022-12-28 11:39:00.235103,0 days 00:01:02.584866,relu,0.35000000000000003,8,0.65,0.9641082286834717,,,PRUNED
104,104,0.9850367903709412,2022-12-28 11:38:01.690907,2022-12-28 11:39:57.045147,0 days 00:01:55.354240,relu,0.35000000000000003,7,1.0,0.9720867872238159,0.9850367903709412,,PRUNED
105,105,0.985634982585907,2022-12-28 11:38:02.868978,2022-12-28 11:39:53.436869,0 days 00:01:50.567891,relu,0.15000000000000002,5,1.0,0.9726428389549255,0.985634982585907,,PRUNED
106,106,0.9857763648033142,2022-12-28 11:38:08.883440,2022-12-28 11:40:00.831586,0 days 00:01:51.948146,relu,0.30000000000000004,5,0.8,0.9857763648033142,,,PRUNED
107,107,0.9841856360435486,2022-12-28 11:38:14.443491,2022-12-28 11:40:02.713296,0 days 00:01:48.269805,relu,0.30000000000000004,5,0.8,0.9841856360435486,,,PRUNED
108,108,0.9666421413421631,2022-12-28 11:38:17.248041,2022-12-28 11:39:17.651363,0 days 00:01:00.403322,tanh,0.15000000000000002,5,0.6,0.9666421413421631,,,PRUNED
109,109,0.9819024205207825,2022-12-28 11:38:23.690897,2022-12-28 11:41:58.962924,0 days 00:03:35.272027,relu,0.30000000000000004,5,0.8,0.9860479235649109,,,COMPLETE
110,110,0.9853622317314148,2022-12-28 11:38:54.069500,2022-12-28 11:40:44.182984,0 days 00:01:50.113484,relu,0.30000000000000004,5,0.8,0.9853622317314148,,,PRUNED
111,111,0.9695645570755005,2022-12-28 11:38:58.331375,2022-12-28 11:40:01.353060,0 days 00:01:03.021685,tanh,0.15000000000000002,7,0.6,0.9695645570755005,,,PRUNED
112,112,0.9849887490272522,2022-12-28 11:39:00.754576,2022-12-28 11:40:51.208366,0 days 00:01:50.453790,relu,0.30000000000000004,5,0.8,0.9849887490272522,,,PRUNED
113,113,0.9840684533119202,2022-12-28 11:39:01.767495,2022-12-28 11:40:53.948856,0 days 00:01:52.181361,relu,0.30000000000000004,5,0.6,0.9840684533119202,,,PRUNED
114,114,0.9845757484436035,2022-12-28 11:39:17.379115,2022-12-28 11:41:12.530740,0 days 00:01:55.151625,relu,0.30000000000000004,5,0.6,0.9845757484436035,,,PRUNED
115,115,0.9844751358032227,2022-12-28 11:39:18.145812,2022-12-28 11:42:58.728224,0 days 00:03:40.582412,relu,0.30000000000000004,5,0.6,0.9875930547714233,,,COMPLETE
116,116,0.9653366804122925,2022-12-28 11:39:33.180469,2022-12-28 11:40:34.775434,0 days 00:01:01.594965,tanh,0.05,7,0.6,0.9653366804122925,,,PRUNED
117,117,0.9867353439331055,2022-12-28 11:39:53.943330,2022-12-28 11:43:52.089699,0 days 00:03:58.146369,relu,0.45,3,0.6,0.9863163828849792,,,COMPLETE
118,118,0.9642724990844727,2022-12-28 11:39:57.540597,2022-12-28 11:41:01.923100,0 days 00:01:04.382503,tanh,0.05,7,0.6,0.9642724990844727,,,PRUNED
119,119,0.9634563326835632,2022-12-28 11:40:01.351058,2022-12-28 11:41:04.934838,0 days 00:01:03.583780,tanh,0.05,5,0.6,0.9634563326835632,,,PRUNED
120,120,0.9831146001815796,2022-12-28 11:40:01.965617,2022-12-28 11:43:41.330927,0 days 00:03:39.365310,relu,0.45,3,0.6,0.9876164793968201,,,COMPLETE
121,121,0.9819404482841492,2022-12-28 11:40:03.243777,2022-12-28 11:43:47.661676,0 days 00:03:44.417899,sigmoid,0.45,8,0.6,0.9861658811569214,,,COMPLETE
122,122,0.9686996936798096,2022-12-28 11:40:35.185806,2022-12-28 11:41:35.627722,0 days 00:01:00.441916,tanh,0.25,5,0.6,0.9686996936798096,,,PRUNED
123,123,0.9695267677307129,2022-12-28 11:40:44.668426,2022-12-28 11:41:43.528901,0 days 00:00:58.860475,tanh,0.25,5,0.6,0.9695267677307129,,,PRUNED
124,124,0.9856647253036499,2022-12-28 11:40:51.688803,2022-12-28 11:42:51.439603,0 days 00:01:59.750800,sigmoid,0.45,8,0.6,0.9856647253036499,,,PRUNED
125,125,0.9831781983375549,2022-12-28 11:40:54.361230,2022-12-28 11:42:53.707664,0 days 00:01:59.346434,sigmoid,0.45,8,0.75,0.9831781983375549,,,PRUNED
126,126,0.9845238327980042,2022-12-28 11:41:02.340480,2022-12-28 11:42:59.074538,0 days 00:01:56.734058,tanh,0.1,5,0.7,0.973237931728363,0.9845238327980042,,PRUNED
127,127,0.9843759536743164,2022-12-28 11:41:05.392254,2022-12-28 11:44:40.407595,0 days 00:03:35.015341,tanh,0.1,5,0.7,0.9734020829200745,0.9883282780647278,,COMPLETE
128,128,0.9861208200454712,2022-12-28 11:41:13.018182,2022-12-28 11:43:06.973715,0 days 00:01:53.955533,tanh,0.1,5,0.7,0.9715368151664734,0.9861208200454712,,PRUNED
129,129,0.9858097434043884,2022-12-28 11:41:36.270305,2022-12-28 11:43:34.128381,0 days 00:01:57.858076,sigmoid,0.45,8,0.75,0.9858097434043884,,,PRUNED
130,130,0.9674354791641235,2022-12-28 11:41:44.077400,2022-12-28 11:42:46.957532,0 days 00:01:02.880132,relu,0.1,6,0.7,0.9674354791641235,,,PRUNED
131,131,0.9659459590911865,2022-12-28 11:41:59.455371,2022-12-28 11:43:00.890188,0 days 00:01:01.434817,relu,0.1,6,0.7,0.9659459590911865,,,PRUNED
